handle,rank,oldRating,newRating
HXLLL,2,1809,2080
Rpd-Strike,3,1817,2067
krauch,14,1861,2026
Z0RR0,40,1878,1988
danya090699,41,1690,1857
TinkerKing,42,1895,1998
_42,66,1681,1827
awoo,69,1852,1943
ZiyaZa,88,1657,1795
darkkcyan,96,1742,1849
Infinity25,99,1889,1952
fxxl,100,1584,1740
baqargam,108,1710,1820
ManasG,111,1404,1618
wonrzrzeczny,113,1738,1838
darksmith,127,1636,1761
Qwerty132,144,1897,1939
sievra,145,1643,1758
Birjik,159,1838,1891
rek,173,1786,1849
areke,175,1740,1815
PuRpLe_FoReVeR,179,1549,1683
Dmitriy.Belichenko,187,1655,1753
cxhscst2,188,1681,1770
DarkKeks,199,1557,1682
Kilani,203,1691,1773
kzyKT,205,1840,1878
paula,212,1500,1640
saba2000,217,1724,1791
Nson,237,1774,1823
vovuh,252,1815,1849
jarakcyc,255,1842,1867
Lixoskywalker,265,1886,1898
jo_on,269,1863,1879
sarkar,277,1667,1737
STommydx,288,1864,1876
kissgergely,313,1730,1774
BenniKartefla,322,1357,1521
GoogleBot,326,1869,1874
surokpro,333,1825,1840
vntshh,364,1704,1747
hiromi_ayase,392,1619,1682
andreumat,417,1710,1744
Nickir,430,1473,1575
keko37,430,1782,1793
_Ash__,476,1824,1819
waynetuinfor,478,1662,1700
RubenAshughyan,478,1568,1633
olmrgcsi,532,1623,1665
meooow,567,1436,1531
Alpha_Q,589,1854,1829
zlc1114,657,1678,1690
peti1234,668,1634,1657
brimix__,714,1666,1676
GT_18,724,1431,1509
vladvlad00,738,1619,1640
gop2024,746,1863,1822
rainboy,764,1733,1721
JoJo,793,1455,1518
ankeet,817,1682,1679
Rudy1444,846,1829,1788
spacewalker,879,1416,1483
lsantire,890,1575,1594
paradox,930,1374,1449
yang12138,1004,1732,1703
pantw,1022,1652,1640
babin,1037,1484,1516
arzhantsev64,1085,1603,1599
sava-cska,1099,1706,1676
ltf0501,1174,1468,1494
lebeg,1185,1708,1673
Worg,1209,1816,1755
Akatsuki_,1270,1431,1461
Ferume,1295,1739,1689
lessmeaning,1314,1802,1738
MaksymOboznyi,1333,1550,1542
IF_IR_A_1_IR,1372,1401,1431
mohamedeltair,1459,1641,1604
racsosabe,1492,1488,1487
bbmirbek,1494,1590,1563
jaguar1996,1539,1865,1777
vladmart,1539,1637,1597
smtcoder,1617,1215,1286
Ashishgup,1651,1620,1578
Marckess,1718,1500,1482
gohan123,1731,1435,1432
icube,1751,1507,1486
N.E.R.O,1785,1563,1527
lucasturci,1826,1578,1536
Sugardorj,1887,1695,1626
VladProg,1900,1500,1472
Kirundel,1916,1797,1706
sinus_070,1921,1704,1631
armoking,1921,1541,1502
xoxo,1929,1572,1526
DatVu,2012,1553,1507
Qwertenx,2028,1439,1418
bktl1love,2044,1286,1303
VLamarca,2057,1260,1284
munteanuvlad98,2357,1413,1380
cr8,2413,1514,1457
scopeInfinity,2589,1715,1614
radaloshara,2616,1433,1382
GioChkhaidze,2679,1396,1349
TooNewbie,2719,1379,1333
Mahmoud_Haddad,2731,1301,1202
snacache,2731,1879,1721
MyK_00L,2731,1399,1293
ArshiaDadras,2731,1424,1316
NinjaDoggy,2731,1499,1384
Rafaelcs,2731,1353,1251
Dalgerok,2731,1335,1234
Alex18mai,2731,1500,1385
_no0B,2731,1318,1218
0icq,2731,1401,1295
Makcum888,2731,1358,1255
ShafinKhadem,2731,1191,1100
Shaad7,2731,1293,1195
hitman623,2731,1653,1523
Dalenator,2731,1173,1083
zhabo,2731,1763,1620
hocky,2731,1325,1225
GLAYS,2731,1500,1385
evildanlapokin,2731,1281,1184
klimoza,2731,1324,1224
KNB.,2731,1632,1504
kobus,2731,1436,1327
pedroteosousa,2731,1848,1694
