handle,rank,oldRating,newRating
yosupo,1,2891,3113
Um_nik,5,3105,3153
jqdai0815,6,3122,3152
tourist,7,3602,3488
FizzyDavid,8,2416,2612
nuip,9,2179,2439
LHiC,10,3287,3238
Benq,15,2530,2649
dreamoon_love_AA,16,2653,2734
josdas,17,2429,2567
Nero,18,2411,2550
Taube,19,2191,2391
mmaxio,22,2636,2699
SidneySun,24,1965,2225
azukun,25,2422,2533
receed,26,2031,2260
_h_,27,2372,2491
KrK,28,2463,2554
Radewoosh,29,3266,3148
geniucos,30,2507,2581
Burunduk1,31,2773,2776
Vercingetorix,32,2555,2612
izban,33,2626,2662
niyaznigmatul,34,2743,2747
snuke,35,2907,2867
ksun48,36,2739,2739
Endagorion,41,2801,2777
Gassa,42,2409,2484
knightL,43,2348,2438
DPR-pavlin,46,2420,2485
Golovanov399,47,2602,2618
MrDindows,48,2642,2646
espr1t,52,2190,2311
Motarack,53,2297,2383
rembocoder,56,2274,2364
AndreySergunin,59,2322,2394
Vladik,60,2094,2233
VArtem,63,2588,2585
-skyline-,64,2077,2216
ivan100sic,67,2272,2348
chokudai,69,2398,2437
MZuev,71,2227,2311
uwi,72,2709,2666
never_giveup,76,2218,2299
Chmel_Tolstiy,77,2752,2694
Svyat,78,2256,2323
Kaban-5,86,2495,2490
TimonKnigge,86,2386,2409
Madball,88,2262,2318
sigma425,90,2427,2437
Hasan0540,91,2159,2241
Ali.Kh,93,2048,2163
hamlet,99,2049,2158
majk,100,2370,2386
cdkrot,102,1913,2065
Tima,108,2464,2449
krauch,110,2082,2170
fetetriste,114,2188,2239
dacin21,114,2086,2167
Rafbill,118,2482,2456
ngfam_kongu,119,2243,2277
chemthan,125,2387,2378
akulsareen,125,2362,2360
niquefa_diego,129,2147,2200
ItsLastDay,131,2304,2314
VladaMG98,132,2009,2103
woqja125,134,2325,2327
Wild_Hamster,135,2313,2318
chenmark,136,2153,2200
pashka,138,2639,2562
Sakura,141,2282,2290
Sert,141,2211,2238
OMG_wc,143,1999,2088
Ahmad_Elsagheer,144,2292,2296
ajinkya1p3,148,2039,2111
nikgaevoy,150,2366,2348
Rudy1444,151,2007,2087
lebowski998,160,1913,2019
keko37,162,1940,2035
adamant,163,2120,2159
vilcheuski,166,2159,2185
-imc-,170,2433,2388
bixind,171,2176,2194
.o.,176,2117,2149
flashmt,179,2261,2253
wakaka,186,2323,2296
dima_z,189,1953,2027
urusant,190,2010,2065
Aidos,191,2346,2312
Pepe.Chess,192,2267,2251
ShadowLight,194,2020,2070
Alexandr_TS,196,2102,2126
Temirulan,196,2269,2250
Zoli9,199,2161,2168
jvmusin,200,1930,2005
Bruteforceman,201,2105,2126
balakrishnan,203,2013,2060
DraZxlNDdt,205,2148,2155
sokian,208,2433,2370
hey_boris,211,2174,2172
DBradac,212,2685,2563
fhlasek,213,2396,2339
kissgergely,215,2004,2047
hank55663,216,2291,2258
PavelKunyavskiy,217,2877,2710
BigBag,218,2381,2326
Ra16bit,220,2444,2373
ngkan,223,2088,2102
leanil,229,1902,1969
nigus,232,2084,2092
YerzhanU,238,2093,2097
Ruslan,238,2120,2117
vanvector,238,1919,1973
greencis,247,2325,2269
Anadi,247,2221,2189
yyyyyyffffff,259,2065,2067
kostka,262,1966,1994
Mustang98,269,2014,2026
Sergey.Bankevich,272,1994,2010
Flyrise,273,2072,2067
kmjp,276,2597,2473
Bedge,277,2115,2098
Reyna,278,2733,2578
Factorio,281,2388,2305
Barichek,281,2032,2030
budalnik,281,2376,2295
Egor.Lifar,290,2282,2215
isaf27,290,2327,2251
Daniar,290,1995,1994
hohomu,290,2271,2206
NikaraBika,290,2184,2138
craborac,290,2111,2082
irkstepanov,290,2348,2267
Merkurev,290,2994,2775
TripleM5da,308,2009,1999
bogdan10bos,308,2032,2017
Nikitosh,308,2411,2313
codelegend,308,1975,1973
TonySnark,308,2210,2154
maximumSHOT,320,2092,2055
kimden,320,1924,1928
arknave,320,1954,1950
Ronnie007,320,2235,2168
MicGor,337,2211,2144
Qwerty132,337,1989,1970
Kilani,337,1946,1937
KhaledKEE,337,2083,2043
abisheka,351,1935,1921
RockyB,351,1952,1934
Luqman,351,1992,1965
PrashantM,351,2158,2096
tfg,351,2115,2062
zhsh,351,2140,2082
jtnydv25,351,2073,2028
danya090699,367,2060,2011
Noureldin,367,2009,1970
LCM,367,2166,2096
gop2024,367,2114,2054
cjtoribio,367,2297,2202
reiracofage,367,1971,1940
abeker,367,2352,2247
Jhamra,385,1910,1882
Lixoskywalker,385,2166,2089
IgorAkhmetov,385,2241,2150
AminAnvari,385,2012,1963
kalimm,385,2349,2238
xoxo,406,1929,1889
Splashing,406,1916,1879
Ilya_MSU,406,2408,2282
Jatana,406,2025,1967
yashChandnani,422,1933,1888
triveni,422,1968,1916
_LeMur_,422,1904,1864
sinus_070,422,1927,1883
temich,422,2255,2154
tloinuy,431,2078,2003
Nurlykhan,431,2066,1993
saba2000,452,2161,2068
AICoderMike,456,1991,1922
JATC,459,1987,1917
ainta,476,2823,2605
Slamur,476,2114,2020
Aeon,480,2145,2046
blatuitorulmlc,481,1963,1886
Birjik,488,1941,1863
sgtlaugh,494,1946,1864
iakovlev.zakhar,496,1935,1853
mkisic,497,1927,1845
