handle,rank,oldRating,newRating
seiko.iwasawa,12,1814,2007
cute_hater,13,1721,1936
dmkz,18,1739,1937
L0TUS,26,1809,1968
DeD_TihoN,27,1677,1876
shiftpsh,28,1886,2018
demoralizer,29,1850,1991
Roberio,30,1894,2021
MikhailovBair,34,1865,1994
STommydx,36,1822,1959
divanik,36,1897,2012
reeWorld,41,1893,2004
armoking,45,1890,1998
SorahISA,52,1576,1775
IF_IR_A_1_IR,63,1846,1952
realcomplex,68,1810,1923
rt3,74,1742,1871
sys.,75,1813,1920
XiaoZhan,79,1746,1870
HanaYukii,83,1829,1926
Ferume,84,1846,1938
kostyamyasso2002,86,1663,1810
YunGoon,88,1898,1973
RockyB,95,1760,1871
Prostoegor239,100,1879,1953
zyt1253679098,101,1673,1808
congthanh123,103,1777,1879
Adhami,110,1846,1924
Narut,113,1886,1952
derovi,125,1653,1784
okwedook,129,1772,1864
mbalsells,140,1655,1779
p1rattttt,144,1505,1678
klimoza,148,1624,1755
Rahul,150,1755,1845
I_love_myself,151,1828,1896
vladmart,157,1779,1859
FelixMP,159,1705,1806
qdd,161,1778,1857
Scayre,164,1688,1793
heyuhhh,166,1418,1614
Dup4,170,1695,1796
Stepavly,178,1768,1845
YeongTree,191,1629,1745
Hipo_3412,200,1798,1860
MateoCV,208,1415,1599
BLUESKY007,219,1832,1880
wjyyy,242,1575,1695
HCPS42,245,1854,1890
Verly,249,1596,1708
Septimelon,252,1354,1550
2018szb,253,1873,1902
kimoyami,253,1734,1802
Juney,255,1649,1743
ChthollyNotaSeniorious,257,1465,1619
czsnb,267,1673,1757
shurongwang,271,1774,1827
Lazy_Propagator,280,1683,1761
modestas_,283,1630,1723
joylintp,288,1417,1581
blyat,290,1741,1800
radaloshara,294,1858,1883
Undying,325,1425,1578
bogorodniy,337,1597,1690
MagicSpark,355,1791,1824
gold1103,372,1802,1830
kimjihoon,376,1893,1895
Imenkey,396,1653,1720
verngutz,406,1866,1872
Osama_Alkhodairy,422,1840,1850
HadyKo,422,1844,1853
2019_BecameMaster,422,1825,1839
lts_,434,1650,1712
DW_Zhouyu,440,1895,1889
jaguar1996,440,1798,1817
binarycopycode,446,1757,1787
ne4eHbKa,446,1852,1856
gs17005,456,1574,1656
ZhouShang2003,456,1860,1861
titia,456,1718,1757
Astralpirate,468,1833,1840
Riladavin,477,1717,1754
orzzzzzz,503,1792,1805
Hongzy,515,1487,1589
AaParsa,528,1656,1704
rafaelgo,534,1807,1813
SovietPower,534,1827,1827
tauhrick,552,1814,1816
ajit,565,1388,1517
icpc_loser,604,1618,1669
real.emerald,610,1700,1727
DIvanCode,616,1626,1674
h4rdlyfunc710n4l,624,1460,1559
Karavaiev,630,1583,1642
amanbol,651,1815,1807
kzvd4729,669,1861,1841
kostia244,673,1484,1570
dimdum,719,1453,1544
pill,737,1625,1661
abdu.srazh,737,1400,1507
wifiiii,737,1584,1632
lqs2o15,748,1500,1573
LUV,774,1476,1554
alireza_kaviani,774,1705,1716
Baharevim,783,1609,1646
cheissmart,813,1644,1669
hieu_2004,839,1452,1533
mtnshh,851,1526,1582
limabeans,861,1712,1714
k24,892,1505,1565
QieziMin,904,1747,1738
YouKn0wWho,904,1811,1786
mat_v,910,1855,1819
harshit15,921,1731,1724
ruhan.habib39,935,1895,1847
DDUDUDDUDU,973,1796,1770
2qbingxuan,992,1467,1531
catforces,998,1666,1671
shinbay,998,1593,1618
zjsdut,1018,1850,1808
dinesh_barri,1070,1515,1558
bhatnagar.mradul,1108,1317,1422
artem3605,1112,988,1224
-rs-,1119,1635,1641
jdurie,1127,1797,1762
kizen,1143,1770,1740
wh_ZH,1155,1693,1682
Nanako,1161,1451,1507
Wandoka,1208,1735,1711
Fortitude,1254,1762,1728
Periquito,1260,1370,1446
MochaLatte,1260,1623,1624
_chess_,1260,1500,1535
JulianFernando,1271,1685,1669
IsaacMoris,1328,1447,1494
Justice_Hui,1337,1445,1492
stonejjun,1387,1715,1686
curly_braces,1409,1577,1582
74TrAkToR,1426,1677,1655
popashka,1426,1557,1567
Mahmoud_Haddad,1457,1159,1298
Zars19,1465,1429,1474
Shaad7,1499,1826,1766
AwakeAnay,1515,1835,1772
revpro,1515,1783,1732
Andres_Alumets,1520,1763,1716
AST_TheCoder,1535,1574,1574
Bedoo,1554,1327,1399
aaaaawa,1570,1582,1578
dlp__302,1583,1631,1613
DimmyT,1603,1702,1666
kukyo,1612,1892,1813
kzyKT,1619,1886,1808
yahia,1626,1175,1297
BFLSTiger,1637,1527,1534
IMRUN,1673,1482,1500
GioChkhaidze,1682,1811,1747
F0_0H,1682,1832,1763
Mr.Robot_28,1694,1364,1416
Poimidorka,1714,1747,1696
Sixpathsguy,1728,1437,1465
