handle,rank,oldRating,newRating
BledDest,1,2115,2351
BigBag,2,2387,2528
arsijo,5,2501,2634
ShadowLight,6,2241,2431
.tx,8,2334,2449
bixind,9,2088,2272
craborac,10,2318,2430
bekzhan29,11,2337,2453
Aeon,11,2227,2343
komendart,12,2148,2292
never_giveup,13,2337,2473
saba2000,14,2292,2393
egor_bb,16,2296,2380
Nikitosh,16,2348,2432
cdkrot,17,2522,2585
LHiC,23,3033,2909
Barichek,24,2231,2309
maximumSHOT,25,2241,2365
scanhex,26,2360,2351
adedalic,27,2240,2320
kimden,28,1952,2078
greencis,28,2125,2251
SendThemToHell,29,1924,2038
Andreikkaa,29,2184,2298
hey_boris,30,2124,2217
353cerega,31,1761,1870
SYury,31,2223,2332
gop2024,34,2233,2312
iakovlev.zakhar,35,1953,2096
MZuev,36,2237,2337
sava-cska,39,1948,2105
-imc-,40,2403,2354
Golovanov399,40,2739,2690
orz,44,2229,2303
rembocoder,46,2131,2170
adamant,46,2330,2369
Egor.Lifar,47,2283,2286
nikgaevoy,48,2348,2363
tranquility,48,2310,2325
SoMuchDrama,49,2020,2089
akim,50,2471,2477
Tima,50,2116,2122
Markellonchik,51,1985,2089
dima_z,53,2156,2238
radoslav11,57,2176,2216
Ronnie007,57,2209,2249
irkstepanov,58,2247,2310
el_sanchez,59,2506,2402
244mhq,65,2085,2133
kefaa,65,2169,2217
Mediocrity,66,2188,2224
vilcheuski,66,2155,2191
markysha,67,2085,2098
ch_egor,70,2446,2439
flukehn,71,2005,2086
Rudy1444,73,2209,2236
Trumen,74,2661,2586
_LeMur_,77,1942,2026
MyLeg,77,1973,2057
AndreySergunin,80,2482,2431
slavik,81,2308,2334
tmwilliamlin168,81,2171,2191
RockyB,81,2178,2198
grphil,85,2207,2244
krauch,85,2104,2121
Flyrise,88,2120,2159
kulpet345,89,2022,2088
lebowski998,91,2176,2200
zemen,92,2638,2567
trilis,94,1988,2043
Farhod,94,2148,2202
Alexandr_TS,96,2143,2147
Sert,96,2240,2244
SimB4,97,1961,2011
vanogam,97,1963,2057
baqargam,97,1702,1796
Vladik,102,2134,2167
Qwertenx,104,1956,2054
Nurlykhan,107,2042,2100
receed,108,2299,2296
Gmacem,108,1993,1990
Heart_Blue,109,2013,2069
Valentin_E,110,1952,2037
teleport,111,2346,2341
998kover,114,1954,1984
YaKon4ick,114,2113,2143
Taube,116,2205,2211
temich,120,2434,2402
lessmeaning,125,2001,2053
Ferume,125,1856,1908
andrew,127,1876,1969
Atreus,127,1906,1953
FalseMirror,129,2035,2080
Ekler,129,1852,1897
Kuyan,130,2017,2032
cookiedoth,130,2103,2118
NegaTeeF,133,2107,2133
bbmirbek,134,1867,1928
romanasa,138,2158,2131
Jatana,139,2192,2188
arzhantsev64,140,1672,1751
KungA,149,2245,2223
manoprenko,149,2198,2206
diko,154,2247,2242
kuzmichev_dima,156,2169,2141
MakArtKar,160,1847,1880
Madball,163,2318,2279
burakov28,166,2031,2056
lis,166,1990,1992
Qwerty132,168,1880,1952
KiKoS,170,1925,1948
vovuh,171,1853,1894
awoo,171,1914,1955
peltorator,172,2234,2224
hamlet,172,2053,2090
BekzhanKassenov,174,2008,2018
madn,176,1906,1934
jaguar1996,181,1985,2009
Mustang98,191,2043,2043
Kirundel,196,1983,2010
JoJo,199,1652,1695
Temotoloraia,201,2121,2092
DmitryBelikov,204,2093,2079
jvmusin,206,2058,2049
TooNewbie,211,1880,1903
ZiyaZa,211,1880,1903
keko37,216,1983,1973
ppavic,216,2026,2016
programmer228,220,1906,1947
zhabo,222,1703,1791
AcPlusOne,225,1881,1899
Misha100896,225,1965,1962
Dalgerok,232,1915,1939
jarakcyc,239,1951,1977
Carups,244,1977,1982
minimario,249,1983,1957
Kniaz,257,1938,1962
pvs,274,2119,2073
ssor96,276,1875,1888
vladmart,278,1809,1832
Soul_Full_Of_Thunder,280,1600,1619
Lo_R_D,284,2060,2044
Makcum888,287,1942,1943
wilcot,289,2170,2132
amanbol,292,1748,1819
kondranin,293,2119,2080
Fortin,295,1763,1812
usachevd0,300,1938,1914
fedoseev.timofey,300,1944,1920
anatolik,303,1740,1760
TonySnark,306,2099,2069
IgorSmirnov,308,2111,2077
Igorjan94,310,1780,1763
hloya_ygrt,312,2062,2000
SpeedOfMagic,317,1779,1831
PeregudovSergey,319,1718,1731
scorpion,322,2324,2242
Scayre,327,1532,1586
AICoderMike,333,1982,1975
zidder,335,1796,1769
Sunnat,338,2058,2027
Denisov,348,1470,1511
perekopskiy,348,1719,1760
poikniok,350,1976,1947
IgorL,354,1991,1971
a.nogikh,356,1805,1768
AcidWrongGod,357,1709,1680
vbobrov,362,1942,1935
agul,364,1852,1832
Imenkey,368,1751,1734
enoone,372,1598,1646
AStepanov,388,1949,1923
Andreasyan,389,1992,1963
trueshogun,399,1831,1797
alexxx998,399,1884,1850
Volkov_Ivan,400,1932,1913
okwedook,403,1637,1668
