handle,rank,oldRating,newRating
TLE,1,2995,3137
jcvb,4,2863,2953
ko_osaga,9,3154,3115
FizzyDavid,10,2876,2903
bmerry,13,2801,2824
ainta,13,3007,2978
ecnerwala,15,2821,2834
ksun48,16,3037,2991
ywwyww,18,2066,2274
jtnydv25,19,2405,2508
neal,20,2492,2569
teja349,21,2443,2529
KrK,27,2569,2605
gisp_zjz,28,2443,2506
saba2000,28,2444,2507
Toxel,31,2348,2431
Temirulan,32,2316,2406
cwy,35,2415,2472
kostka,38,2398,2452
131131yhx,38,2475,2509
RDDCCD,40,2161,2280
fhlasek,43,2570,2572
ugly2333,44,2543,2551
superguymj,45,2284,2358
Motarack,46,2409,2448
allllekssssa,47,2007,2165
MicGor,48,2250,2328
dario2994,52,2609,2587
-skyline-,59,2235,2303
cz_xuyixuan,60,2873,2776
natsugiri,63,2397,2416
hank55663,66,2295,2338
tfg,72,2140,2221
KhaledKEE,76,2175,2241
hohomu,79,2336,2355
saketh,80,2326,2346
kmjp,86,2424,2414
applese,87,2299,2320
nuip,95,2471,2442
cerberus97,96,2347,2348
cjtoribio,99,2266,2286
Reyna,100,2216,2249
VladaMG98,101,2181,2223
kalimm,103,2430,2405
fmqjpt,105,2161,2206
vanogam,106,2116,2173
yashChandnani,107,2316,2317
Anachor,118,2216,2235
Ashishgup,118,2131,2174
lyk248289469,121,2153,2188
nigus,123,2280,2279
Iscream2001,127,2108,2152
dorijanlendvaj,135,2029,2091
Aeon,137,2538,2466
Markellonchik,144,2154,2173
Noam527,151,2191,2197
LJC00118,154,2118,2142
cxhscst2,158,2143,2158
Sulfox,159,2152,2164
Nero,165,2134,2147
TonySnark,166,2154,2161
Mamedov,168,2018,2064
abhishek_saini,169,1985,2041
skywalkert,170,2294,2263
Kilani,179,2175,2170
adamant,182,2121,2128
paulinia,184,2268,2237
I_love_tigersugar,186,2279,2245
hahahahaha123,189,2038,2066
iaNTU,190,2245,2217
math957963,190,2062,2082
fruwajacybyk,192,2164,2155
TianyiChen,194,1971,2017
M.Mahdi,202,2278,2237
txingml,205,2108,2108
Jiangkangping,212,1989,2019
Hasan0540,216,2111,2104
aropan,227,2259,2212
Sammarize,229,2206,2171
yzyyylx,233,2202,2166
kotatsugame,234,2078,2072
balakrishnan,234,2039,2043
darkkcyan,236,2091,2080
average_frog_enjoyer,239,1954,1980
zbww,239,2159,2130
mxzf0213,242,2026,2030
Arpa,252,2142,2113
codelegend,253,2004,2009
junie,255,1941,1964
Roundgod,258,2140,2109
LeCaRiBoU,269,2164,2123
Serval,270,2049,2035
Dreamless_Dreams,272,2134,2099
Ali.Kh,273,2122,2089
zhabo,280,1970,1972
tnowak,284,1949,1956
abisheka,285,2021,2007
jjjjj19980806,285,2049,2029
donentseto,288,2072,2045
houzhe,290,1904,1920
Fly_37,292,1926,1935
Sergey.Bankevich,295,2053,2027
Hell_Eclipse,298,2047,2022
tinca_matei,308,2176,2118
posij118,313,2119,2071
PinkRabbitAFO,315,2231,2158
fuppy,318,2095,2051
noimi,324,1928,1922
..vince,325,2103,2054
Heibor,329,1964,1945
tokitsukaze,329,2079,2034
forelax,332,1920,1912
vhnvn,333,2073,2028
Roberio,345,2059,2012
bvd,346,1980,1951
buko,347,2124,2063
risujiroh,348,2118,2057
xiaowuc1,352,2468,2338
dantrag,359,2093,2034
sinus_070,361,2142,2073
stefdasca,362,1967,1931
baqargam,362,2049,1996
triveni,362,2047,1994
brimix__,368,2054,1999
1021839,371,2199,2114
Jimanbanashi,371,2280,2180
AkshajK,383,2119,2046
JATC,385,2067,2003
leaf1415,386,2015,1961
Akatsuki_,393,1923,1884
Narut,397,1980,1927
antontrygubO_o,402,2228,2130
Amoo_Safar,406,1903,1863
FoodSheep,407,2101,2023
_no0B,407,1913,1870
SlavaSSU,426,2035,1961
pajenegod,428,2061,1982
ngfam_from_luzhniki,438,2071,1987
KevinWan,444,2027,1947
Antoine,447,2105,2013
Ferume,449,2006,1927
lrvideckis,451,1945,1874
wjli,455,1924,1854
---Grigor---,457,1979,1901
Zain,458,1985,1904
Lawali,458,1977,1898
eidan,462,1973,1893
sagitta,465,2087,1991
Alex18mai,467,1963,1882
mmkh,468,2032,1942
Nson,472,1969,1882
lessmeaning,479,2148,2033
verngutz,479,2038,1934
AQT,479,2006,1905
SPatrik,479,1948,1851
loan,479,2077,1970
