handle,rank,oldRating,newRating
Ilya_MSU,1,1681,1753
watson,9,1641,1732
Sert,11,1666,1741
IgorL,22,1526,1671
Niko,55,1621,1698
xlk,56,1626,1699
Riatre,61,1500,1663
lxc,86,1615,1680
bekzhan29,110,1323,1512
Volkswagen,130,1468,1594
shef_2318,147,1610,1645
Temirulan,161,1535,1611
Cromel,181,1698,1661
ItsLastDay,192,1558,1605
teleport,254,1534,1568
Algiz,264,1602,1580
sivukhin,463,1596,1543
gridnevvvit,479,1390,1421
NVAL,585,1612,1541
Flyrise,646,1624,1547
Nikitosh,665,1476,1425
eudanip,688,1672,1594
baqargam,800,1267,1240
adurysk,832,1500,1436
vanogam,840,1329,1286
