handle,rank,oldRating,newRating
csyakuoi,3,1846,2138
Be_dos,7,2060,2246
Ricki_White,11,1909,2189
TheLuminousSky,22,1973,2199
Newtech66,25,2000,2157
rainboy,27,2009,2159
ComplexPug,28,1986,2140
Asd_Orin,29,1758,2034
Graygoo_401,33,2015,2153
lndjy,34,2060,2183
PrinceBubblegum,35,1945,2100
Akana1366,37,2078,2191
namelessgugugu,39,2052,2169
OMG_wc,44,2071,2175
pac-man21,45,2044,2155
Leasier,47,1973,2102
KirimaSharo,52,1783,1966
yuanshen,53,1931,2066
vsinitsynav,55,2048,2146
Cro-Marmot,58,2092,2175
Papaver,60,1535,1844
Link_Cut_qwq,61,1814,1978
HwSh,65,1982,2091
ruhan.habib39,67,1981,2089
Riladavin,68,2070,2151
jimywang,70,2011,2108
noya2,74,2059,2139
Brutality,75,2051,2132
altgifted,78,2031,2116
WonderfulWhale,79,1809,1960
linlincaleb,80,2091,2158
snowy2002,81,1920,2035
kzyKT,85,2083,2148
Kniaz,92,2001,2086
-cy,94,2028,2103
culver0412,96,1929,2032
omikad,97,1966,2057
coconut99,99,1829,1961
Astronomax,100,1880,1996
Alice114514,101,2010,2123
a_nanas,102,1979,2064
armish_123_retired,104,1985,2068
propane,107,2087,2140
ikefumy,108,2096,2146
pwned,110,2019,2089
ak-group,110,2091,2141
minmise,112,2074,2128
andrei_boaca,114,2085,2135
polosatic,117,1916,2012
Hile_Meow,117,2017,2084
Paul_Liao_1457,121,2086,2132
Owmicron,122,1815,1938
Genius_dream,126,1879,1982
Setsuna,127,2036,2093
NK_,129,2007,2072
timreizin,130,2098,2137
wishgoodluck,133,1851,1959
Kira_1234,135,2055,2104
mishanya_stulov,136,2081,2122
danieli,139,2037,2089
Romy67,141,1745,1882
Jaydeep999997,143,1976,2043
dkhve,146,1986,2050
Igor_Parfenov,147,2074,2113
panda211panda,151,1879,1972
John_zyj,153,1912,1994
ntdung,154,2009,2063
AwesomeHunter,155,1939,2012
Fyind,155,1822,1930
EnofTaiPeople,163,1785,1900
fried-chicken,167,1997,2050
wuhudsm,170,1839,1936
preet_25,172,2059,2093
tarjen,173,2044,2082
Kahou,174,1705,1842
D3Xtr,175,1575,1753
KseniaShk,179,1878,1961
udhavvarma03,183,1608,1773
zhangyuyang,185,2067,2095
otoshigo,185,2015,2057
Hencecho,194,2058,2085
sinus_070,194,1974,2024
djs100201,194,2033,2067
tatata96,201,1700,1829
lfw,204,1934,1993
lbntxdy,219,1656,1793
nixnehc,224,1595,1751
r57shell,229,1891,1956
Frozencode,230,1984,2022
kamilszymczak1,239,2078,2089
Suiji_SUI,241,1685,1808
Rushroom,248,1980,2015
The_Hallak,251,1994,2024
ChaosAngel,251,1809,1892
Lolboyyyy,257,1818,1897
DeMen100ns,261,2063,2073
36champ,274,1926,1970
amin2022,275,1872,1932
CAELO,277,1855,1919
fahimcp495,281,1848,1913
Jerry__Jiang,283,1945,1983
Lol2004,289,1766,1853
jakao,291,1769,1854
Lyamzin_alexandr,294,1790,1869
YXH_XianYu,294,1839,1903
martins,296,1993,2015
Beacon,306,1876,1928
Markellonchik,307,2091,2086
Kolychestiy,309,1933,1968
qq11123334,312,1804,1875
bit-2-coder,316,1917,1956
WROwO,320,1719,1813
dyppp,321,1929,1963
koooooooooooooooo,324,1979,1999
bin9638,327,1195,1530
kwm_t,327,1820,1884
User_Carrot,330,2001,2014
thisIsMorningstar,334,1667,1774
ItamarNir,339,1701,1798
blitztage,340,1784,1856
nikuradze,341,1784,1856
Kawaii,351,1962,1982
TAIYANGFENG,354,1877,1919
Shahrad,356,1702,1794
wangxiwen,357,1924,1954
