handle,rank,oldRating,newRating
zerotrac,88,1543,1628
Zool,111,1595,1635
el_sanchez,136,1598,1622
cjtoribio,139,1531,1599
---Grigor---,153,1630,1621
scorpion,153,1450,1556
ainta,195,1589,1589
mrtempo,211,1640,1607
natsugiri,238,1606,1578
Merkurev,274,1545,1539
izban,288,1462,1506
Yousef_Salama,296,1308,1421
Slamur,360,1631,1579
NVAL,364,1364,1430
Flyrise,377,1360,1423
ngfam_kongu,396,1635,1578
ivan100sic,396,1527,1495
shef_2318,396,1500,1507
IgorL,494,1416,1406
Nikitosh,606,1557,1493
morojenoe,618,1407,1372
CtrlAlt,638,1595,1523
ynq1242,669,1363,1329
