handle,rank,oldRating,newRating
oversolver,6,2076,2254
QuitCP,13,2001,2205
MAKMED1337,19,2073,2209
Denisov,20,2006,2159
relyt871,22,1971,2160
Boboge,22,2091,2210
HDUPCA,27,1680,1976
pavement,28,2072,2189
Igorfardoc,29,2037,2162
_ShiinaMashiro_,30,2039,2198
cold,33,2007,2136
abhidot,34,1919,2073
De-Bug,35,1647,1886
kuzmichev_dima,35,2010,2134
swiftqwq,39,2010,2130
DmitryLzr,42,2052,2157
hydro-bot1,44,578,1216
tloinuy,48,1969,2093
Vectors_Master,53,1967,2086
Nzt3,55,1837,1994
pill,56,1844,1998
DanTheMan.,58,2013,2114
yuanhaowei,58,2072,2156
naman1601,60,2059,2146
Performanceartist,61,1869,2010
sinus_070,64,2065,2147
cthau,67,1873,2008
FierteDeCeylan,69,1963,2069
DrSwad,72,1980,2080
Astronomax,74,1715,1895
sszcdjr,75,1800,1953
Yajuu_Senpai,76,1148,1582
fangahawk,77,1812,1958
AlperenT,86,2007,2090
lukameladze1,86,1967,2061
vladmart,90,1822,1958
shinchankosen,91,2019,2095
Arnch,91,1844,1972
N.E.R.O,91,1983,2069
AQil,94,1945,2041
Gabp,98,2007,2084
boba5551,103,2067,2124
alvingogo,106,2068,2124
Fu_L,107,1768,1911
borgar02,108,1662,1838
AWR2020,111,1125,1545
Mediocrity,120,2006,2073
Dukkha,121,1759,1899
purinliang,130,1946,2026
michao,131,1860,1964
TranGiaHuy,133,2072,2115
islingr,135,1980,2048
I_love_geom,139,1893,1984
fr200110217102,139,2023,2077
shinigami11,143,2085,2119
bary,143,1816,1927
tostes,143,1982,2045
tunangoo,148,2089,2158
Zanite,151,1805,1917
eggag32,151,1960,2027
20060702,156,1899,1982
maomao90,157,2086,2116
OIer_kzc,161,1710,1848
marvenlee,163,1783,1897
maks_matiupatenko,166,1723,1855
nichke,168,1783,1896
bntti,170,1859,1948
Chel_2,170,1288,1561
CSQ31,174,2084,2109
PoPularPlusPlus,174,1843,1936
volkov179,176,1927,1994
AlbertoTDNeto,180,1937,2001
vodacbaoan,182,1987,2036
whatthename,182,1891,1967
_RED__,185,1981,2031
Brian_Hsu,186,1963,2017
Numbering,189,1862,1980
A_G,192,2082,2102
LoboLobo,200,1890,1961
fork,203,1897,1965
BabaVoss,203,1806,1901
khangai11,206,1932,1989
RetiredPlayer,206,1759,1867
MeGustaElArroz23,206,1975,2020
xudian,209,1827,1913
satyam343,209,1960,2009
izhang,209,1951,2002
