handle,rank,oldRating,newRating
ehnryx,2,1881,2134
osss,10,1677,1921
Marckess,13,1873,2043
ImpcO,15,1782,1973
Irkutsk_ISRU,18,1868,2024
darksmith,20,1817,1983
vpike,35,1733,1898
1021839,45,1672,1844
dorijanlendvaj,45,1739,1889
zbww,47,1751,1896
thatprogrammer,52,1578,1775
spacewalker,59,1734,1873
79brue,60,1640,1808
tamref,61,1896,1985
sava-cska,67,1878,1968
math957963,74,1735,1862
Onjo,82,1847,1935
vanogam,84,1897,1969
Ferume,89,1892,1962
_no0B,93,1530,1712
babin,102,1845,1921
Dmitriy.Belichenko,106,1666,1795
ankeet,109,1876,1941
vstrimaitis,111,1576,1733
gohan123,115,1796,1881
Kirundel,130,1863,1922
paula,133,1801,1877
armoking,141,1851,1910
VLamarca,153,1870,1920
teapotd,164,1500,1659
Akatsuki_,175,1825,1880
andreumat,177,1882,1921
jumpmelon,180,1715,1800
tinca_matei,187,1871,1910
MakArtKar,198,1888,1919
gauss148,208,1783,1840
aviroop123,226,1742,1806
derovi,231,1591,1698
..vince,231,1689,1766
zhabo,231,1742,1803
gwq2017,250,1325,1521
Volkov_Ivan,256,1803,1843
cheetose,280,1748,1798
andrew,281,1760,1806
MysteryGuy2,287,1766,1809
MikhailovBair,300,1595,1686
SandTea,309,1851,1868
RestingRajarshi,311,1762,1802
BinGoo0o0o,318,1893,1897
BenniKartefla,322,1836,1854
amnesiac_dusk,330,1471,1596
RED_INSIDE,330,1536,1639
hocky,333,1560,1655
JovanB,351,1517,1622
Nybik,368,1804,1823
gosuto,375,1505,1610
neko_nyaaaaaaaaaaaaaaaaa,394,1579,1657
hugopm,397,1532,1624
AngusRitossa,400,1896,1887
Atreus,422,1740,1767
madhav_1999,441,1598,1663
SecondThread,448,1862,1855
Catmoonlight,448,1300,1463
mmkh,463,1853,1846
Learner99,466,1553,1628
MonkeyKing,474,1545,1621
cy1999,520,1475,1566
realcomplex,525,1471,1563
vishal4556,539,1883,1860
lfw,542,1683,1710
leaf1415,547,1654,1688
sievra,553,1777,1778
GioChkhaidze,553,1522,1594
ftuknights,571,1690,1712
evpipis,583,1889,1860
Starman_,588,1372,1488
AkiLotus,597,1844,1824
Antoine,600,1816,1803
zhed,601,1879,1850
Makcum888,606,1692,1709
joseacaz,609,1256,1411
pb0207,616,1892,1859
Warawreh,629,1524,1586
jarakcyc,655,1866,1835
ssor96,658,1897,1859
GreatEagle,681,1602,1635
reeWorld,685,1711,1715
IgorI,686,1686,1696
Belalabella,705,1226,1380
Turkey,710,1543,1590
Dalenator,718,1418,1502
JhonnyZaz,742,1514,1566
klimoza,775,1439,1510
Kerpoo,789,1763,1745
DW_Zhouyu,811,1802,1773
Osama_Alkhodairy,821,1678,1678
dzerzhinski,842,1650,1655
ImaniAm,874,1836,1794
Evocation,874,1609,1621
nitixkrai,880,1534,1566
chychy,893,1623,1630
MarcosK,901,1484,1529
eidan,915,1734,1712
gold1103,920,1303,1404
lrvideckis,930,1661,1656
Dreamless_Dreams,935,1857,1806
Sorting,952,1631,1631
_Kee,953,1753,1724
baqargam,955,1692,1677
physics0523,967,1565,1581
6ziv,989,1858,1803
FalseMirror,1012,1868,1809
bktl1love,1015,1783,1743
Soul_Full_Of_Thunder,1022,1502,1531
Enkognit,1032,1326,1408
Democy,1047,1479,1512
okwedook,1080,1476,1507
SHAMPINION,1100,1578,1580
XfarawayX,1104,1477,1506
Mahdi_Hajibeygi,1125,1483,1508
_Solenya_,1131,1501,1521
HellAngel,1149,1358,1418
Verly,1175,1423,1462
NotNight,1204,1631,1613
DanielixS,1227,1500,1513
dmkz,1229,1623,1605
Wandoka,1241,1361,1413
stefdasca,1285,1713,1671
faustaadp,1295,1739,1691
kukyo,1301,1597,1581
_Jaykishan_Parmar,1314,1374,1416
taran_1407,1329,1535,1532
prins,1336,1399,1432
Rafaelcs,1342,1480,1490
IceKnight1093,1371,1704,1659
Asagami,1379,1377,1413
senjougaharin,1396,1343,1387
tkj,1409,1545,1534
cutekibry,1415,1496,1497
xzm2024,1419,1576,1557
Elegia,1447,1634,1600
Andres_Alumets,1474,1535,1522
AboAbdoMC,1519,1410,1426
Hipo_3412,1521,1506,1497
mat_v,1542,1671,1623
Patwari26,1634,1332,1361
shurongwang,1720,1376,1387
qkoqhh,1728,1547,1516
Karavaiev,1738,1209,1268
ILoveBitches,1797,1591,1547
almogwald,1894,1495,1466
cheissmart,1927,1500,1468
Plurm,1930,1546,1504
fefe,1956,1779,1690
qsmcgogo,1964,1500,1466
LeoPro,1983,1570,1520
nghethuat102,2086,1472,1437
Heibor,2101,1462,1429
Robsob,2125,1500,1451
A-SOUL.Ava,2125,1500,1451
michao,2125,1033,1109
binpaw,2241,1204,1115
artem3605,2241,1145,1059
Bakry,2241,1074,992
tanus_era,2241,1403,1301
minhcool,2241,1500,1390
MaksymOboznyi,2241,1605,1485
mybing,2241,1517,1406
TurboYarik,2241,1126,1041
Uzumaki_Narutoo,2241,1468,1361
Timonnable,2241,1429,1325
YouKn0wWho,2241,1293,1199
jam1729,2241,1331,1235
Stanislau,2241,1355,1257
