handle,rank,oldRating,newRating
Dukkha,3,1490,1816
XAXAEBATb,14,1066,1539
Rainer1116,15,755,1310
clfzs,17,1574,1797
huangzirui,27,1577,1781
zajtrk,29,1380,1731
Vince729,39,1461,1745
Valera_Grinenko,40,1549,1745
kiomi,48,1516,1715
fAKelsy,67,1560,1729
mafailure,107,1572,1714
jhknmj,121,0,693
vdv09,175,1585,1700
libobil,182,1471,1620
ace_loves_xq,189,1533,1661
Lihwy,294,1529,1635
rickbaishuak,325,1561,1652
shuba400,379,1241,1431
_rey,418,1539,1623
Pentagon03,513,0,620
dsolunov,513,1445,1547
misorin,534,0,618
hackerbhaiya,534,1567,1631
iterater,639,1529,1594
mr.kolya,674,1505,1574
LeavingZ,690,539,977
NToneE,776,1582,1622
sare,865,1558,1598
Priyansh31dec,940,1587,1615
yahia,993,1559,1591
Yomapeed,1067,1567,1593
hata_saa,1067,1511,1552
abhidot,1067,1465,1520
Yoav,1082,1555,1583
MvKaio,1131,1346,1434
bnkalya1502,1175,1437,1494
123thunderbuddie,1195,1328,1481
izhang,1217,1344,1429
egor4kus,1217,1487,1528
Killer250104,1237,1254,1418
Irmuun.Ch,1289,1506,1538
tarche,1423,0,562
nooooob_KiFaH_HeLaL,1456,1408,1461
ArsenGotov,1456,1570,1577
KDVinit,1456,1593,1594
_Rise,1488,1429,1475
ivatopuria,1514,1331,1406
DanTheMan.,1581,1431,1471
vladislav11,1581,1478,1505
EJOI_Gold,1633,1450,1483
Ertugrul28,1633,1297,1377
_martynas,1749,1020,1238
Error-42,1867,1525,1529
syrtin,2161,1450,1465
127.0.0.1,2208,1341,1387
Wonsei,2392,532,896
t98slider,2480,1324,1367
gxlois,2660,0,523
fatemetmhr,2933,1313,1347
lotato,3076,1477,1462
_RED__,3183,1509,1484
opPO,3284,1252,1296
ChenKaifeng,3538,1594,1542
apgpsoop,3576,1528,1491
ahmad_alghadban,3576,1563,1518
CIXTEEN,3670,1445,1426
ApraCadabra,3865,1137,1205
Sweezy,4062,1345,1345
MahmoudAshour,4354,1337,1334
Ayalla,4962,1354,1336
Giga_Cronos,5003,1312,1341
Soumya1,5449,1317,1300
priyanshu_x,5611,527,831
moo.,6012,1363,1327
MnTm,6012,1223,1222
despair_101,6058,1186,1195
ilya_ivanoff,6103,411,736
iamnifer,6103,1479,1416
nathan_luiz,6412,1546,1465
Jackcao,6441,855,1015
fahimcp495,6514,1503,1430
De-Bug,6514,1573,1486
sam571128,6565,1414,1359
Stefan2417,6565,1420,1364
mily,6655,855,964
Mike4235,6655,1325,1288
minhnguyenxuan60,6722,1478,1407
flamestorm,6722,1575,1484
Rayo,6892,1099,1118
TheQuantiX,7088,1100,1115
sreesh_56,7088,0,449
turkhuu622,7558,887,1064
ArvinCiu,7558,1214,1190
AmmarDab3an,7779,1312,1262
Jarif_Rahman,7779,1375,1311
Piokemon,8026,1356,1294
thisIsMorningstar,8026,955,998
CaMOUFlage,8819,1538,1433
radal,8910,1412,1329
SlavicG,9589,1073,1053
XaRDKoDblCH,9837,1110,1077
vodacbaoan,12025,1226,1142
sashko123,12366,1289,1191
GlowCheese,13145,502,733
tiom4eg,13395,493,723
Kawaii,14691,1036,944
