handle,rank,oldRating,newRating
duhless,3,1560,1854
p__ce1052,6,1661,1902
_chkksc_,8,1264,1704
trybetter,23,1327,1701
int_R,24,1486,1755
Mama_vlada_onlyfans,31,730,1256
frostaur_,41,1573,1754
hateall,49,1248,1561
BlueJade,58,1568,1733
874641984,69,1522,1694
MegalovaniaJ,74,1648,1778
penguin34,147,0,672
bbts,261,1347,1558
to_be_decided,261,0,644
zhenja,284,1645,1710
liaoz123,321,387,904
real.emerald,328,1578,1653
ichai,367,1060,1371
Keeeeepy,370,1590,1715
lyingflat1,449,1441,1596
Lovely_CatHxy,493,1469,1555
leolin0214,510,1130,1405
Justinshao,621,1499,1563
xbai,752,1574,1607
hashman,787,1596,1620
Empty_Dust,985,1444,1534
KUHYAKU,991,1414,1477
Alliy666,1127,1175,1357
rucaco,1337,1436,1534
AndrewSeven,1394,1343,1407
Luvidi,1488,1522,1531
hocln,1699,1507,1512
fzcdream,1764,1251,1383
Lezy233,1828,1327,1378
dAwnnwAb,1992,905,1165
Divine_Spark,2211,1536,1518
now_cow,2571,1395,1405
chenyanxi,2577,1595,1555
Axial-Tilted,2866,1171,1239
reowong,2921,0,508
Iceturky,3156,1226,1270
SSKMF,3733,1315,1321
hshhh_,4326,1245,1295
icyo,13334,1133,1221
I_am_Polish_Girl,14070,611,657
a884020583,14765,823,886
Dukkha,16855,1104,982
