handle,rank,oldRating,newRating
Petr,1,2890,2950
kutengine,3,2414,2516
ifsmirnov,4,2371,2476
TankEngineer,5,2648,2685
andrewzta,6,2256,2384
qwerty787788,7,2563,2610
hos.lyric,12,2487,2544
ilyakor,19,2492,2535
ngfam_kongu,20,2362,2442
Kaban-5,21,2089,2253
Enchom,26,2187,2316
snuke,27,2308,2397
tonyjjw,29,2225,2339
Sergey.Bankevich,33,1793,2032
el_sanchez,33,2060,2225
SirShokoladina,36,2518,2521
mmaxio,37,2224,2330
zemen,41,2297,2373
I_love_tigersugar,46,2160,2280
dancho,47,2161,2280
VladGavrila,49,2230,2322
Marcin_smu,53,2489,2474
uwi,54,2522,2490
fruwajacybyk,54,1875,2083
adurysk,58,2092,2227
xneby,63,1773,2001
cjtoribio,68,2030,2180
ksun48,71,1990,2152
Errichto,72,2285,2331
For_the_Love,79,2032,2174
danilka.pro,83,2083,2202
zhsh,86,1843,2042
caustique,89,1993,2142
KrK,92,2292,2313
Jami_CSEDU,100,1834,2028
dr.ken,110,1816,2010
hzwer,116,1821,2011
ItsLastDay,121,1988,2118
paulwang,125,2037,2144
superfish,128,2066,2159
nuip,132,2088,2168
zhouhebin,133,1917,2067
IgorAkhmetov,135,2080,2161
Gassa,136,2036,2136
Nero,138,2243,2241
pashka,140,2413,2341
Ra16bit,142,2379,2312
Golovanov399,144,2180,2205
ccdd4211,146,1848,2014
arthur.nascimento,147,2343,2281
wjh720,148,2326,2268
vitux,155,1787,1967
ffao,161,2318,2256
aropan,166,2275,2224
Egor,170,2599,2485
sigma425,175,1916,2041
Swistakk,177,2228,2195
Arterm,179,2430,2341
xyz2606,182,2292,2228
Endagorion,186,2519,2411
irkstepanov,187,1841,1987
nfssdq,187,2068,2116
AkaiLemon,196,1865,1998
dusty.and.rusty,198,1995,2072
MrDindows,206,2096,2116
Trumen,214,2219,2161
veschii_nevstrui,219,1728,1893
Sunnat,220,1822,1958
M.Mahdi,229,1875,1986
satashun,233,1938,2020
rembocoder,236,1869,1979
ko_osaga,239,1879,1983
Temirulan,241,2213,2148
zhabo,245,1773,1912
YakutovDmitriy,251,1897,1987
---Grigor---,260,2057,2058
natsugiri,263,2282,2197
lyk248289469,265,1712,1860
BSBandme,270,2413,2301
iamexist,270,2060,2053
jskhirtladze,270,1775,1902
woqja125,273,1918,1985
Aidos,278,1954,2001
akulsareen,281,1813,1921
saketh,282,2006,2022
yokozuna57,285,2245,2162
tloinuy,295,2136,2073
Bobgy,300,2125,2063
chenmark,310,1905,1957
VArtem,326,2478,2365
Slamur,326,2075,2019
0x3F,340,1792,1878
vas.and.tor,344,1824,1895
ABalobanov,344,2177,2095
Carups,373,1861,1900
Fujiwara_no_Mokou,379,1703,1801
I-juice,386,2268,2160
Svyat,414,1968,1923
adamant,443,1954,1900
aliasadiiii,451,1859,1857
egor_bb,461,1843,1843
Ronnie007,474,1834,1833
.I.,478,1882,1853
speedermen,483,1906,1860
fedimser,486,1886,1850
SlavaSSU,489,1891,1850
AkshajK,490,1750,1780
gridnevvvit,494,2172,2064
balakrishnan,496,2133,2032
NegaTeeF,509,2202,2092
Wild_Hamster,510,1911,1852
vanogam,514,1786,1788
Tima,524,1720,1746
flashmt,525,2491,2378
Jimanbanashi,528,2036,1949
Rafbill,531,1776,1775
magician_14312,547,1922,1854
SimB4,552,1746,1748
k1nval,558,2067,1970
sokian,565,2134,2024
Taube,565,2207,2097
HMAXS,589,1905,1834
BigBag,611,1981,1893
Hyperbolic,611,1793,1745
Zool,619,1821,1761
Hohol,651,2105,1996
cthbst,651,1938,1852
yubowenok,655,1945,1857
RomeoFantastik,663,1760,1705
anubhav94,670,1871,1794
RamTararam,682,1973,1877
minimario,685,1733,1680
bigelephant29,708,1752,1690
Oryshych,710,1995,1891
intsashka,711,1948,1853
sievra,729,1712,1654
FizzyDavid,737,1743,1678
TsunamiNoLetGo,753,1995,1887
DBradac,776,2144,2034
Cromel,776,1829,1746
Mediocrity,776,1908,1812
YerzhanU,792,2080,1971
Misha100896,792,1899,1796
kzyKT,792,1846,1752
weiszago,792,1873,1774
NVAL,792,2022,1913
mnaeraxr,792,2006,1897
yarrr,792,2301,2190
sweetsc,792,2171,2061
Sert,792,1944,1836
akim,792,1793,1707
nhphuongltv,792,1744,1665
Igorjan94,792,1726,1649
Hasan0540,792,2000,1892
xindubawukong,792,1760,1678
PalmPTSJ,792,1719,1643
