handle,rank,oldRating,newRating
never_giveup,43,1601,1736
Zoli9,46,1641,1746
JATC,55,1565,1721
kdh9949,73,1610,1730
vpike,96,1693,1741
GoogleBot,130,1666,1726
leanil,133,1583,1706
ssor96,143,1372,1615
tap_tapii,160,1500,1713
Farhit,198,1675,1705
RedStone,207,1370,1601
_LeMur_,217,1649,1696
shengrang,255,1422,1619
Rpd-Strike,265,1509,1651
ywjylx,516,1500,1639
Mamedov,523,1664,1612
Belalabella,555,1500,1631
613,725,1496,1542
DmitryBelikov,767,1540,1538
awoo,857,1490,1511
tundra,920,1489,1496
tsarn,995,1347,1443
hamlet,1051,1562,1500
ToTLeS,1276,1434,1414
fsshakkhor,1415,1248,1323
markysha,1567,1462,1397
Benq,1583,1404,1353
jvmusin,1767,1374,1318
Jatana,1823,1410,1343
mahmoudbadawy,2013,1261,1219
saharshluthra,2259,1500,1413
krauch,2387,1405,1319
ahoraSoyPeor,2469,1321,1242
bvd,2716,1392,1306
Ferume,2716,1278,1193
