handle,rank,oldRating,newRating
tourist,1,3165,3210
niyaznigmatul,4,2545,2598
Igor_Kudryashov,5,2268,2370
Petr,7,2753,2755
Swistakk,9,2033,2182
liympanda,12,2217,2319
PavelKunyavskiy,13,2623,2629
Ra16bit,15,2292,2371
cfy,17,1949,2111
VArtem,21,2181,2281
boleyn.su,28,1971,2119
Marcin_smu,31,2373,2405
SteamTurbine,32,2219,2295
ecnerwala,37,2232,2298
.o.,39,2049,2167
uwi,42,2356,2375
UESTC_Nocturne,44,2329,2354
KAN,45,2517,2473
aropan,48,2332,2350
eduardische,55,2145,2217
natsugiri,59,2048,2148
sivukhin,61,2069,2160
Seyaua,65,2291,2298
FattyPenguin,66,2168,2220
ngfam_kongu,68,2059,2147
hpfdf,72,2284,2284
snuke,73,2121,2182
TankEngineer,75,2241,2254
knightL,81,2236,2244
phtniit,84,2112,2165
Gabaum,91,2222,2223
sillyboy,92,2089,2143
-imc-,98,1745,1900
vitar,99,2321,2272
hex539,105,2241,2216
Connector,106,1825,1956
For_the_Love,109,1921,2021
dancho,112,2151,2159
ilyakor,118,2381,2314
ainta,126,2013,2065
hos.lyric,128,2400,2326
EbTech,130,2171,2150
ksun48,131,1972,2036
jonathanpaulson,132,2140,2132
flashmt,133,2081,2098
scorpion,141,1924,1999
MrDindows,142,2098,2099
adurysk,143,1765,1888
zemen,146,1994,2038
KungA,165,2012,2031
Misha100896,170,1840,1924
forest,172,2167,2115
espr1t,177,2059,2046
ufo,187,1785,1875
ffao,203,2099,2049
Gassa,204,2064,2023
BSBandme,233,2129,2065
cjtoribio,240,2022,1976
KarlisS,243,1933,1928
Sert,252,1767,1823
kmjp,259,1878,1886
Sugardorj,267,1706,1772
akim,292,1887,1868
zcg.cs60,302,1990,1933
Egor,303,2603,2500
Golovanov399,305,2108,2031
teleport,306,1795,1807
paulwang,307,1959,1906
darnley,309,2335,2234
Arterm,318,2272,2172
---Grigor---,322,1901,1856
bekzhan29,325,1861,1832
Akigeor,334,1711,1737
Timur_Keks,335,1832,1810
nfssdq,345,1862,1819
danbanica,348,2054,1977
Kaban-5,352,1842,1804
Oryshych,359,1721,1729
YerzhanU,364,1838,1795
gridnevvvit,367,1777,1760
Carups,369,1716,1720
adamant,386,1750,1732
cfk,389,1830,1781
hieptk,414,1790,1743
Taube,417,1901,1835
FierteDeCeylan,431,1755,1710
problem-solved,439,1881,1815
IgorL,443,1946,1869
satashun,444,1757,1709
KirillB,448,1959,1879
sokian,456,1799,1742
Ronnie007,462,1734,1685
Beriand,476,1911,1834
Jimanbanashi,480,2082,1984
dr.ken,494,1859,1787
intsashka,521,1825,1754
I_love_tigersugar,528,1852,1776
Nezzar,541,1827,1753
Wild_Hamster,546,1840,1763
ABalobanov,561,1723,1659
Algiz,566,1946,1850
Hasan0540,570,1766,1693
Cromel,570,1890,1800
