handle,rank,oldRating,newRating
superfish,21,1500,1777
sgtlaugh,41,1666,1770
GILGAMESH,44,1652,1767
dyc,81,1656,1752
temich,85,1522,1721
mxh1999,101,1500,1755
TonySnark,114,1575,1726
chenrui9551,141,1610,1723
Aeon,158,1611,1717
FizzyDavid,163,1491,1688
ko_osaga,232,1500,1720
kalimm,239,1528,1674
magician_14312,255,1682,1681
komendart,369,1459,1619
weiszago,369,1609,1639
gilcu3,369,1681,1634
PrashantM,384,1598,1633
Andreikkaa,424,1670,1618
RomeoFantastik,475,1670,1611
takio,535,1689,1617
vas.and.tor,535,1614,1578
minimario,546,1144,1408
arknave,594,1696,1616
Egor.Lifar,636,1575,1548
LCM,644,1662,1588
zhabo,690,1507,1533
muratt,710,1432,1518
akulsareen,716,1693,1603
Luqman,742,1634,1560
kzyKT,828,1636,1554
tom,835,1561,1502
ivanilos,941,1524,1468
ftuknights,1184,1596,1500
vovuh,1271,1239,1319
Noureldin,1388,1331,1324
cdkrot,1388,1485,1406
MofK,1388,1500,1436
allllekssssa,2036,1500,1403
nuip,2223,1678,1580
Arpa,2267,1309,1218
