handle,rank,oldRating,newRating
Um_nik,2,2965,3086
jqdai0815,3,3272,3286
Syloviaely,5,2892,2975
Radewoosh,6,2835,2922
jcvb,8,2808,2884
dreamoon_love_AA,9,2729,2819
Marcin_smu,10,2551,2683
saketh,12,2284,2482
LHiC,15,3100,3060
Factorio,23,2297,2442
Nikitosh,24,2531,2607
ko_osaga,25,2494,2577
ksun48,26,2585,2640
izban,29,2752,2753
MrDindows,33,2586,2624
kmjp,35,2414,2493
scorpion,36,2179,2324
knightL,37,2496,2549
.o.,40,2545,2579
sigma425,41,2485,2533
uwi,42,2686,2680
krismaz,45,2577,2594
Errichto,50,2647,2638
Egor.Lifar,51,2165,2286
DBradac,52,2396,2449
natsugiri,53,2476,2506
MofK,54,2278,2359
dario2994,56,2325,2392
Gassa,57,2355,2412
abeker,58,2274,2352
spencer,59,2170,2277
Kaban-5,61,2622,2605
nuip,64,2295,2359
kuzmichev_dima,67,2020,2163
MZuev,73,2070,2189
Nezzar,76,2487,2486
shb123,78,1948,2102
Bruteforceman,84,1964,2105
KAP,85,1980,2115
I_love_Hoang_Yen,93,2409,2411
ngfam_kongu,95,2278,2313
VastoLorde95,96,1988,2108
KhaledKEE,97,2131,2205
fetetriste,100,2244,2283
Farhod,106,2059,2146
chemthan,107,2240,2274
Aeon,108,2184,2233
DarLam,110,2065,2147
egor_bb,112,2466,2439
enot110,113,2629,2562
cxaphoenix,115,1966,2076
KrK,116,2493,2456
never_giveup,118,2324,2327
krijgertje,118,2505,2463
mmaxio,121,2614,2545
kzoacn,124,2178,2215
KungA,127,2468,2429
yveh1999,128,2203,2231
PrashantM,130,1996,2083
Vercingetorix,132,2447,2410
teleport,136,2403,2374
Swistakk,138,2551,2486
Taube,140,2267,2269
athin,142,2194,2213
Rafbill,144,2287,2282
chenmark,150,2225,2232
bekzhan29,162,2229,2227
amsen,165,2181,2190
Luqman,166,2016,2070
nigus,168,2003,2060
Mustang98,171,2081,2113
-is-this-fft-,172,1928,2006
.I.,176,2304,2276
ruhan.habib39,177,1903,1987
Hasan0540,178,2122,2138
tloinuy,186,2157,2159
codelegend,191,1929,1993
Lo_R_D,191,1957,2012
kobae964,194,2153,2152
Jakube,198,2151,2149
arknave,199,1924,1986
Wild_Hamster,226,2423,2344
Arti1990,231,2181,2155
flower,234,1960,1990
OMG_wc,240,1991,2009
Carups,244,2066,2062
slycelote,248,2191,2155
BitHashTech,252,1912,1946
niike0goood,253,1968,1985
jki14,258,2092,2075
mkisic,264,2073,2057
JATC,265,1999,2001
awoo,266,1943,1960
nhphuongltv,268,2107,2081
Nicola95,270,2056,2042
maxplus,272,2305,2233
Bedge,274,2019,2012
Orenji.Sora,275,2105,2077
Motarack,278,2103,2074
AlexBurkov,279,1959,1965
a.piasta,280,2243,2181
oversolver,282,2255,2189
nasadigital,282,2112,2077
maximumSHOT,286,2110,2072
abisheka,286,2086,2053
azukun,286,2291,2214
ajinkya1p3,295,1987,1973
Roberio,295,2060,2029
zhsh,295,2181,2123
collares,305,2203,2137
hank55663,305,1912,1912
RomeoFantastik,314,2027,1996
ivanilos,314,2114,2064
mnaeraxr,321,2420,2306
wilcot,326,1905,1897
Noureldin,332,2018,1981
Markellonchik,332,1937,1918
tfg,332,1955,1932
krauch,338,2026,1985
pikapikachu,347,1989,1951
cerberus97,347,2009,1967
RUSH_D_CAT,352,1912,1887
Sammarize,352,2259,2165
WhyWhy,377,2007,1952
mahmoudbadawy,387,1931,1886
TonySnark,390,2268,2163
SlavaSSU,393,1946,1895
Dopahkiin,395,1909,1863
iakovlev.zakhar,402,1914,1864
BekzhanKassenov,405,1901,1851
temich,411,2251,2141
Alexandr_TS,424,2203,2097
AStepanov,428,2169,2068
allllekssssa,429,2080,1991
vanogam,434,1952,1877
Jimanbanashi,437,2202,2093
emofunc,438,1955,1877
jtnydv25,446,2008,1914
_LeMur_,446,1935,1847
perchema,446,2177,2063
