handle,rank,oldRating,newRating
pufanyi,5,2086,2284
dredwerkz,6,2040,2243
FelixMP,8,2082,2259
Piccolo,16,1930,2122
forelax,18,1882,2083
crasysky,20,1899,2090
gyulla,22,2087,2216
dlwocks31,24,2062,2194
joylintp,25,1863,2055
IceKnight1093,27,2076,2198
wangziji,29,2036,2167
Dup4,30,2067,2186
LebronDurant,32,1929,2088
orzhyh,35,2066,2179
candlestick,38,1888,2050
swapnil159,40,1781,1975
Karry5307,45,2074,2172
arman_ferdous,47,1879,2033
Potassium,51,2084,2173
amanbol,55,2015,2120
DestinHistoire,60,1914,2046
Clovers,61,1736,1922
JianfengZhu,66,1797,1961
Flamire,66,2084,2161
ExplodingFreeze,69,1954,2067
feecIe6418,73,1627,1844
FCDSAlexICPC,76,1781,1942
solvemproblr,76,1801,1955
GsjzTle,80,2006,2096
MyK_00L,81,2071,2142
fextivity,82,1914,2030
dmkz,83,1946,2052
achvanov,84,2096,2158
lucifer1004,87,2042,2117
Son,88,2011,2095
bbmirbek,97,1938,2038
ub33,104,2055,2118
vlatko,114,1866,1978
registeretsiger,114,1707,1870
Sugarii,114,2006,2077
wenhao801,117,1926,2019
777777777Plus,119,2098,2141
IvayloS,119,2053,2108
Logey,127,2087,2131
Hell_Eclipse,129,2094,2135
zundamochi_1117,134,1986,2055
derovi,136,1885,1982
VGZD,139,1985,2051
Ekler,139,2019,2076
mcdx9524,144,2075,2115
crashed,150,1675,1833
little_sun,158,2037,2083
toxic_hack,161,2014,2065
beacon_cwk,172,1873,1961
Mahmoud_Haddad,180,1767,1884
Flower_On_Stone,185,1844,1937
wind_cross,187,1594,1766
UET_VietCT,191,1515,1715
YLWang,195,1992,2039
A_Le_K,198,2071,2096
pill,201,1946,2005
11231123,208,1978,2025
zmy123456,208,1879,1954
OInfly,214,1872,1948
icube,217,2033,2063
JooDdae,219,2009,2045
555,222,1721,1842
ILoveBitches,224,1721,1841
alocytus,227,1971,2016
anodaram,231,1627,1776
AmShZ,238,1948,1997
chenyewei_1234,241,1792,1885
ImmortaLimit,243,1662,1795
BurnoutAg7,255,1864,1933
HIT_Zero,256,1944,1990
revpro,271,1755,1852
Nyaan,274,2095,2097
tokitsukaze,276,2043,2058
Ji_Kuai,277,1789,1874
Tikhon228,290,1839,1907
Calculatelove,292,1788,1870
Gary2005,292,2008,2028
Tekor,298,1709,1815
Sol1,299,1855,1917
box,299,1784,1867
Felerius,302,2064,2068
Agnimandur,307,1915,1959
__santongding,308,1905,1951
suyiheng,311,1683,1794
YCKC_LCJ,316,1603,1739
mnaveenkumar2009,322,2007,2022
LHQing,322,1903,1947
BurnedChicken,322,1993,2012
jskhirtladze,325,2035,2043
Noureldin,331,1953,1981
VladHaivas0205,331,1670,1781
ConfessorJiji,331,1842,1901
Saya_Alter_,342,1596,1729
He_Ren,346,1909,1946
jdurie,357,2003,2014
BEAR0131,361,2084,2074
HeIIoWorId,363,1756,1835
Imenkey,373,1889,1928
Bazoka13,385,1516,1668
Dilhao,391,1874,1914
smarthehe,402,1908,1937
huangzirui,403,1586,1711
kzyKT,403,2092,2074
CXY07,406,1838,1886
hkyiitd,411,1962,1976
Normie28,417,1856,1897
Soul_Full_Of_Thunder,419,1947,1963
Lolboyyyy,422,1850,1892
popashka,426,1890,1921
Asuka,436,1705,1787
2sozx,436,1500,1648
FFFFFFFHHHHHHH,441,2020,2014
platter,441,1899,1925
FatihSolak,444,1324,1535
Uzumaki_Narutoo,446,1949,1961
vanvector,456,1925,1942
dasdull,458,2096,2070
uryuuu,465,1858,1892
testing_123,476,1500,1642
TooTrashyToCompete,476,1978,1978
FairyWinx,480,1739,1805
Omar_Elawady,487,2046,2029
Timonnable,488,2016,2005
anonymous_Bunny,493,2070,2046
Miko35,495,1739,1803
harshit15,500,2059,2037
andr1y,503,1847,1879
blobugh,523,1944,1948
691,525,2053,2029
Kripton2005,529,1715,1781
realcomplex,530,2067,2040
vito1036,531,1943,1946
atakanysr,535,2052,2027
shdut0901,535,2032,2012
CQXYM,545,1878,1897
DimmyT,551,2041,2018
vipghn,554,1500,1630
hocky,560,2011,1994
simpatine,563,1879,1895
catforces,568,1747,1799
mr_swashbuckler,571,1724,1782
FEDIKUS,573,1716,1777
SharpnessX,577,1565,1671
ButterCake,590,1845,1867
espr1t,601,2038,2010
vpike,611,1887,1896
lahlah,635,2068,2030
luiz_oda,643,1701,1758
QwQcOrZ,657,1892,1895
tdas,662,1920,1915
ymmparsa,675,1836,1852
Starman_,682,1892,1892
kai824,684,2043,2006
CHHC,686,1674,1734
Nson,688,2057,2017
Kubic,689,1883,1885
Wandoka,697,1695,1747
kshitij_sodani,706,1911,1904
BilyHurington,706,1823,1839
lightseba,713,2052,2011
hipo,715,1902,1896
brkdnmz,715,1544,1640
omikad,721,1907,1900
F0_0H,723,2029,1992
N.N_2004,731,1749,1783
SinaSahabi,734,1558,1648
RockyB,737,2072,2024
ld_minh4354,737,1705,1751
gzchenben,744,1717,1758
bhatnagar.mradul,749,1781,1804
LTb,751,1664,1720
Verly,754,1899,1891
ChickenInKitchen,763,1956,1933
man_of_learning,768,1593,1668
kupriyanov,768,1885,1879
DanielixS,772,1726,1762
fakeMatrixCascade,782,1796,1812
Grieg,782,1822,1831
ChthollyNotaSeniorious,797,1888,1879
Kausal,811,1787,1803
SSRS_,838,1702,1739
geckods,838,1972,1940
Tzak,847,1729,1758
Khozhaev,851,1701,1737
shino16,851,1500,1596
