handle,rank,oldRating,newRating
rainboy,1,1764,2122
QwertyPi,2,1916,2192
Atalasion,3,2085,2292
Arayi,5,1940,2167
SPatrik,8,2095,2248
Sorting,12,2081,2225
hzwer,14,2048,2194
yudedako,20,1936,2099
cr8,21,1930,2092
mahdi.hasnat,26,1770,1973
Rvess,27,1852,2026
shogier,28,1785,1979
abhishek_saini,38,1976,2096
Ferume,41,1974,2090
wangziji,46,1962,2077
Rubikun,47,2012,2111
guyan,49,2040,2128
Ashot_27,49,1695,1889
martins,58,1958,2063
Stelutzu,60,2012,2099
armoking,64,1943,2046
NinjaDoggy,67,1772,1926
MrLolthe1st,68,1878,1998
David-M,76,1680,1857
DimmyT,77,1881,1994
cxk0707,79,1946,2038
L0TUS,80,2094,2144
taran_1407,83,2065,2122
bktl1love,85,1953,2040
BenniKartefla,87,1970,2051
sazzach,90,1920,2012
alexxela12345,96,2086,2129
tobias.glimmerfors,98,1612,1797
irri,100,1988,2057
mahmoudbadawy,107,1992,2056
icpc_loser,110,1903,1991
EgorShibaev,113,1723,1864
Z3L5M,114,1955,2026
Potassium,115,2037,2085
TheFallenOne,116,2065,2105
fsshakkhor,122,2062,2100
Akatsuki_,129,1896,1977
dlwocks31,132,2020,2065
GLAYS,133,1737,1864
kobor,134,2016,2061
Nson,140,2028,2068
eisen_shinzou,142,1689,1827
bupt_magicstar,151,2029,2065
titia,152,2063,2089
cmorax,154,1949,2006
reeWorld,159,2074,2095
kzyKT,159,2063,2087
Bashca,162,2000,2040
2qbingxuan,164,1808,1902
qxforever,164,1929,1988
Ekler,167,2034,2063
triple__a,167,2057,2080
DDUDUDDUDU,169,2072,2091
ssor96,177,1870,1941
ILoveBitches,177,1989,2027
jhhope1,183,1881,1947
congthanh123,186,1911,1968
He_Ren,194,1858,1927
chaitanya,203,1768,1861
hkyiitd,206,1862,1927
edenooo,222,2040,2052
catforces,225,1809,1885
-rs-,225,1986,2012
atakanysr,232,1712,1814
mnaveenkumar2009,235,1943,1979
Alexxx,236,2012,2028
destination,240,1711,1811
Plurm,244,1904,1947
bktl4ever,253,1925,1961
maxflow,262,1627,1748
Enkognit,265,1992,2008
Agnimandur,275,1794,1862
se1ka2,275,1757,1835
JustInCase,280,2025,2029
_Oogway_,282,1744,1824
mtnshh,288,1897,1933
evildanlapokin,288,1763,1837
tute7627,294,2074,2062
thenymphsofdelphi,294,2052,2046
dantrag,294,1944,1966
QieziMin,300,1922,1949
firi.,308,2082,2066
emthrm,308,2088,2071
FFFFFFFHHHHHHH,311,1704,1791
romi_sahari,318,1638,1743
hocky,324,1977,1985
Maliniarz,328,2049,2038
TranLeHiep,333,2007,2006
ZCKevin,340,2042,2030
abisheka,340,1937,1953
shuashuawan,347,2014,2009
RTnF,352,1795,1848
Fugtemypt,356,1892,1917
YouKn0wWho,362,1949,1958
Pccc,362,1574,1691
lahlah,368,1743,1808
NoAnguish,371,2037,2022
PineapplesOnPizza,371,1707,1781
tuihuademing2,378,1676,1759
jam1729,378,1756,1816
geckods,381,1921,1935
Stepavly,388,2036,2019
Charbel,388,1620,1718
kai824,388,1894,1914
achvanov,399,1889,1909
RetiredPlayer,401,1664,1747
andreumat,406,1719,1785
farmerboy,410,1968,1965
pengin_2000,410,1768,1819
amanbol,421,1972,1966
Sugarii,421,1951,1951
Naseem17,421,1666,1744
stefanbalaz2,421,1972,1966
Adhami,429,1997,1984
Mahmoud_Haddad,429,1538,1655
wyyxhjth,434,1749,1802
ajaybgunjal,434,1565,1673
bbmirbek,434,1790,1831
serotonin,445,1912,1919
gleb.astashkin,456,2009,1991
candlestick,463,2023,2000
kupriyanov,463,1702,1764
Igorjan94,466,1957,1950
Owmicron,468,1634,1716
sievra,471,1859,1877
Andres_Alumets,475,2006,1986
sevlll777,481,1898,1904
CQXYM,481,1710,1767
reshke,481,1772,1812
mh755628,492,1881,1890
Supermagzzz,499,1905,1907
SW2000,507,1814,1839
curly_braces,521,1727,1775
dlp__302,539,1933,1923
DQ9911,539,1841,1855
Son,543,1815,1836
LZDQ,546,1703,1754
vanvector,556,1953,1937
impermanence,572,1865,1869
Dalenator,575,1864,1868
nor,577,1634,1702
Dilhao,589,1779,1804
humbertoyusta,593,1603,1678
Karavaiev,620,1739,1772
uryuuu,628,1617,1684
myx12345,633,1719,1756
madn,636,2037,1993
shinbay,636,1844,1847
sstrong,646,1960,1934
Meijer,650,1951,1926
0-jij-0,653,1703,1743
takumi152,656,1959,1932
edsa,656,1911,1895
sheercold,660,1776,1795
Mucosolvan,666,2019,1976
Juney,700,1952,1923
EZiganshin,703,1769,1785
srikkanthr,705,1907,1888
HadyKo,707,1836,1835
YeongTree,718,1933,1906
profi,724,2090,2026
WiwiHo,724,1886,1870
nweeks,727,1853,1845
jakao,727,1661,1705
cheissmart,737,1915,1891
Karuna,737,2027,1976
Flamire,747,1655,1699
Normie28,749,1683,1718
xyz.,757,1629,1679
limabeans,757,1674,1711
nishkarsh,761,1877,1860
