handle,rank,oldRating,newRating
tourist,1,3210,3250
mmaxio,2,2448,2537
bmerry,5,2610,2641
PavelKunyavskiy,10,2590,2607
ifsmirnov,11,2485,2522
Egor,12,2528,2553
eduardische,14,2217,2314
TankEngineer,16,2306,2378
poopi,23,2114,2228
enot110,24,2361,2405
FattyPenguin,28,2163,2258
liouzhou_101,30,2144,2242
ryz,32,2019,2151
Endagorion,38,2460,2446
Arterm,42,2131,2220
Xellos,47,2111,2203
zemen,52,2085,2179
cfy,63,2280,2291
liympanda,77,2249,2254
Sugardorj,78,1843,1987
cfk,80,1832,1977
aropan,84,2247,2244
.o.,93,2312,2267
fhlasek,95,2266,2239
lxhgww,100,2017,2090
Marcin_smu,104,2397,2331
kevinsogo,109,2203,2189
WCG,114,1886,1993
gen,116,1987,2058
darnley,121,2234,2190
flashmt,122,2050,2090
KrK,125,2206,2171
Golovanov399,134,1910,1995
pimpke,142,2017,2054
yokozuna57,164,1976,2012
Riatre,165,2291,2219
oversolver,185,1762,1859
jonathanirvings,189,1974,1990
Swistakk,220,2141,2077
DPR-pavlin,227,2246,2163
tloinuy,228,2081,2026
ynq1242,231,1739,1815
ABalobanov,240,1866,1892
alex20030190,254,1891,1896
MrDindows,265,2168,2089
SteamTurbine,268,2378,2276
bekzhan29,271,1752,1800
ksun48,272,2123,2049
buko,277,2130,2054
teleport,284,1935,1897
new_doubleh,294,1705,1754
paulwang,304,1782,1799
iscsi,308,1869,1847
Beriand,311,1784,1796
sillyboy,315,2033,1965
ffao,315,2098,2019
BSBandme,315,2026,1959
Misha100896,321,1817,1811
Algiz,330,1700,1730
oyqy1203,333,1736,1753
sergio3010,341,1733,1746
watson,346,1809,1790
Burunduk1,346,2163,2067
nfssdq,351,1792,1777
caustique,351,2146,2052
Timur_Sitdikov,383,2179,2079
YerzhanU,388,1860,1805
Timur_Keks,405,1735,1710
I_love_tigersugar,413,2025,1940
skrydg,423,1747,1707
kmjp,432,2068,1972
Nero,446,1711,1672
Akigeor,456,1747,1696
mukel,470,1732,1681
sokian,474,1883,1810
Cromel,498,1800,1735
BekzhanKassenov,508,1726,1669
ccdd4211,510,1954,1864
sigma425,511,1814,1745
ngfam_kongu,513,2124,2024
YakutovDmitriy,521,1727,1662
adamant,521,1846,1766
Sunnat,521,1723,1658
igogo,521,1920,1829
FierteDeCeylan,521,1775,1704
