handle,rank,oldRating,newRating
Radewoosh,1,3015,3163
Um_nik,4,3159,3183
uwi,8,2756,2846
LHiC,9,3163,3139
Syloviaely,10,2990,3004
snuke,13,2698,2773
mmaxio,15,2579,2677
SirShokoladina,17,2825,2849
HIR180,19,2375,2515
Reyna,21,2683,2731
krijgertje,23,2513,2601
ko_osaga,24,2668,2711
Swistakk,28,2447,2540
Kostroma,29,2707,2728
geniucos,35,2382,2477
I_love_tigersugar,37,2318,2428
Errichto,39,2595,2625
natsugiri,41,2567,2601
yanQval,47,2252,2363
MrDindows,48,2634,2639
zemen,49,2951,2877
budalnik,50,2476,2520
cjtoribio,54,2142,2277
fhlasek,56,2564,2577
wakaka,59,2278,2365
majk,61,2220,2320
sivukhin,66,2398,2443
Tima,68,2461,2487
xuanquang1999,73,2317,2376
dreamoon_love_AA,76,2505,2511
egor_bb,78,2618,2594
AndreySergunin,79,2322,2374
kmjp,85,2520,2514
Bedge,86,2029,2162
TimonKnigge,89,2346,2382
Endagorion,90,2740,2676
Rafbill,91,2403,2422
maximumSHOT,92,2207,2279
TsunamiNoLetGo,96,2213,2280
BigBag,101,2219,2280
Sakura,103,2260,2307
mxh1999,104,2062,2168
spencer,109,2203,2262
mnaeraxr,115,2359,2371
DPR-pavlin,117,2427,2420
krismaz,123,2494,2466
Aeon,127,2188,2238
MZuev,130,2067,2151
Pepe.Chess,131,2217,2256
arsijo,135,2491,2457
E869120,138,1926,2051
cmd,140,2193,2232
Kaban-5,142,2592,2530
square1001,144,2010,2102
Temirulan,148,2302,2308
nigus,149,2095,2158
kobae964,154,2082,2145
kulpet345,155,2048,2121
.tx,156,2226,2247
hloya_ygrt,158,2222,2243
MofK,159,2379,2360
rembocoder,160,2347,2335
dario2994,162,2342,2330
raoxj,170,1960,2052
kondranin,177,2139,2173
abhishek_saini,179,2024,2090
hank55663,180,2041,2102
KungA,182,2328,2310
Gassa,188,2462,2409
adamant,190,2153,2176
Zoli9,191,2170,2188
mibig,192,1973,2048
isaf27,195,2358,2327
IgorSmirnov,197,2116,2146
Gatina,198,2088,2125
Yousef_Salama,212,1989,2049
TonySnark,219,2266,2246
Krydom_Yuudachi,223,2084,2110
Amayoneko,224,2017,2062
---Grigor---,227,2068,2097
STommydx,228,2034,2072
k1nval,232,1940,2005
BledDest,235,2004,2048
Toxel,238,2042,2073
cerberus97,240,2267,2239
Sert,241,2322,2280
Orenji.Sora,244,2077,2096
skywalkert,246,2135,2137
KrK,247,2481,2401
sgtlaugh,248,1945,2001
LCM,252,2213,2193
yfzcsc,265,1954,1999
never_giveup,268,2335,2281
kdh9949,269,2056,2070
khsoo01,270,2438,2360
chenjb,273,1902,1960
Vladik,275,1975,2009
oipotato,277,1902,1958
bogdan10bos,279,2010,2032
JOHNKRAM,283,2464,2376
SoSad,284,1959,1994
szb,291,1908,1956
-14,292,2070,2070
jo_on,294,1925,1966
tfg,297,2019,2031
lnsuyn,311,2112,2095
codelegend,317,2020,2024
Jatana,322,2084,2070
Lixoskywalker,328,1904,1937
dacin21,338,2022,2016
paulwang,338,2305,2234
arknave,338,1921,1942
gop2024,338,2113,2085
.I.,347,2078,2054
pikapikachu,347,1971,1973
danya090699,347,2093,2065
vanvector,347,1942,1952
Mustang98,355,2069,2044
Hasan0540,355,2175,2126
bvd,355,1902,1920
zhsh,355,2092,2061
vanogam,364,2067,2040
skydog,364,1971,1967
Alexandr_TS,370,2182,2128
tloinuy,370,2181,2127
Motarack,375,2304,2222
Jakube,375,1971,1963
zlc1114,375,1922,1927
teja349,385,2170,2114
kzoacn,394,2217,2148
sarkar,403,1973,1955
Umi,403,1954,1941
Z0RR0,407,2009,1981
niquefa_diego,416,2152,2091
Jimanbanashi,416,2026,1991
Golovanov399,419,2641,2482
Anachor,423,1948,1929
Svyat,424,2192,2121
Tanzir5,425,1927,1913
jupanul,429,2195,2121
liouzhou_101,431,2169,2099
KhaledKEE,431,2175,2104
flower,435,1990,1957
_Ash__,438,1911,1895
iakovlev.zakhar,440,1964,1935
chenmark,455,2253,2161
Jhamra,458,1947,1915
_LeMur_,460,1982,1941
Splashing,462,1995,1951
fshp971,467,1908,1881
mrtempo,470,2140,2065
mkisic,477,1960,1917
hzt1,479,2299,2193
boleyn.su,482,2144,2065
Ashishgup,495,1950,1902
RockyB,499,1924,1879
Alpha_Q,499,1978,1923
Nurlykhan,501,1926,1880
zhed,506,1945,1893
bekzhan29,509,2237,2135
awoo,511,1954,1899
djq_cpp,512,1983,1890
jtnydv25,512,2074,1972
SoMuchDrama,512,2115,2009
chemthan,512,2299,2168
Roberio,512,2113,2007
manoprenko,512,2271,2144
TripleM5da,512,1921,1833
minimario,512,2031,1934
ngfam_kongu,512,2438,2285
RamTararam,512,2002,1907
Kniaz,512,1910,1823
krauch,512,1919,1831
pedrohlf,512,1975,1883
VladaMG98,512,1915,1827
Markellonchik,512,1930,1841
kostka,512,2075,1973
cdkrot,512,2070,1969
lebowski998,512,1909,1822
JATC,512,1905,1818
.o.,512,2297,2166
LLI_E_P_JI_O_K,512,1948,1858
kutengine,512,2234,2112
Ali.Kh,512,1968,1876
