handle,rank,oldRating,newRating
SteamTurbine,1,2335,2458
hos.lyric,2,2538,2601
dreamoon_love_AA,4,2374,2440
KrK,6,2259,2338
Ilya_MSU,14,2070,2178
Endagorion,15,2523,2525
Arterm,20,2384,2409
liympanda,26,2429,2429
HIR180,31,1879,2010
Merkurev,36,2393,2381
sivukhin,37,2105,2177
shb123,38,1911,2029
cfy,44,2194,2232
Jimanbanashi,46,2122,2179
kmjp,51,2072,2137
Taube,54,1797,1925
MrDindows,55,2153,2189
bekzhan29,56,1892,1999
yokozuna57,62,1850,1961
yosupo,65,2066,2117
Pepe.Chess,72,1706,1835
paulwang,77,2101,2127
Riatre,80,2281,2235
Sert,90,1928,1997
intsashka,98,1914,1979
uwi,99,2512,2422
TsunamiNoLetGo,100,1701,1812
mmaxio,107,2454,2369
hzt1,108,1749,1846
fetetriste,115,2060,2059
MZuev,118,1818,1892
problem-solved,127,2052,2041
ABalobanov,128,1736,1821
Temirulan,132,1760,1837
Egor,133,2677,2574
adamant,140,1726,1805
ccdd4211,141,1912,1939
irkstepanov,143,1746,1818
Xellos,148,2174,2114
jskhirtladze,151,1786,1843
Um_nik,152,2307,2226
fruwajacybyk,154,1974,1967
sokian,155,1811,1858
FierteDeCeylan,158,2022,1991
azukun,159,1718,1785
I_love_tigersugar,164,2053,2007
teleport,170,2033,1988
Nero,181,2154,2086
Heart_Blue,183,1713,1764
Kianoosh,190,1955,1922
Gassa,193,2331,2232
new_doubleh,217,1786,1793
Hasan0540,236,1726,1737
YakutovDmitriy,269,1707,1701
SlavaSSU,270,1749,1730
Sugardorj,271,1870,1819
Mediocrity,273,1747,1727
IgorL,280,1746,1721
caustique,280,2177,2079
nfssdq,280,1957,1892
Misha100896,292,1853,1799
mukel,292,2055,1973
toilanvd_HUST,304,1838,1783
elshiko,304,1784,1736
woqja125,323,1911,1843
Ronnie007,323,1791,1738
oversolver,363,2290,2191
LLI_E_P_JI_O_K,363,2028,1936
Algiz,384,1776,1712
gen,398,1815,1744
geniucos,400,1706,1646
