handle,rank,oldRating,newRating
cwy,13,1686,1902
PrashantM,19,1866,2011
k1nval,22,1885,2017
Sorto,41,1775,1909
RedStone,45,1871,1972
snacache,77,1889,1960
Tanzir5,84,1834,1917
cxaphoenix,90,1805,1893
Motarack,95,1580,1736
mkisic,107,1883,1940
GGOSinon,118,1857,1916
misztsu,143,1590,1720
hamlet,171,1860,1898
_LeMur_,201,1867,1896
vntshh,223,1689,1762
Birjik,223,1878,1898
ajinkya1p3,231,1890,1905
ngkan,233,1769,1817
farmerboy,256,1838,1862
Misha100896,270,1820,1845
Kerim.K,275,1764,1804
Ioana,275,1889,1895
flower,287,1500,1618
allllekssssa,295,1625,1702
hiromi_ayase,300,1545,1646
lzr010506,301,1644,1714
BitHashTech,321,1800,1822
thai9cdb1,360,1629,1693
Jhamra,394,1804,1813
fanache99,411,1580,1650
Mucosolvan,417,1837,1834
Lo_R_D,434,1860,1849
Daniar,445,1869,1854
kingjgv5,453,1688,1720
nhphuongltv,454,1840,1832
awoo,456,1706,1733
Vax,467,1889,1867
STommydx,472,1645,1687
Noureldin,473,1756,1767
Sumeet.Shirgure,477,1617,1666
cerberus97,488,1700,1724
scopeInfinity,498,1804,1799
Alpha_Q,509,1814,1806
JATC,514,1888,1861
GoogleBot,516,1863,1842
mxzf0213,544,1548,1609
zhabo,679,1738,1732
compiler_101,688,1595,1626
ankeet,707,1668,1677
RockyB,710,1352,1458
Dopahkiin,847,1694,1685
junie,888,1734,1712
Mamedov,899,1869,1813
Jakube,943,1865,1807
Markellonchik,1055,1605,1603
thatprogrammer,1134,1490,1514
TripleM5da,1134,1392,1446
darkkcyan,1199,1410,1453
Barichek,1201,1526,1535
kzyKT,1217,1812,1750
Nson,1224,1407,1449
top34051,1230,1712,1673
MrBrionix,1232,1428,1463
Gmacem,1260,1596,1582
pedroteosousa,1269,1653,1625
xoxo,1313,1327,1388
Hamsterw,1353,1545,1538
RUSH_D_CAT,1372,1615,1591
YaKon4ick,1452,1382,1416
jaguar1996,1482,1582,1559
Roundgod,1510,1496,1493
Kilani,1521,1542,1527
_Ash__,1532,1407,1428
Extr,1532,1551,1533
Kuroni,1583,1380,1405
andreumat,1635,1392,1411
Splashing,1658,1899,1798
Ferume,1916,1413,1410
DarkKeks,2022,1454,1435
MaksymOboznyi,2167,1511,1472
Ali.Kh,2213,1354,1351
lethalboy,2374,1591,1525
brimix__,2434,1364,1347
arnold518,2864,1500,1433
ssor96,2881,1658,1561
mtsd,2907,1455,1395
Onjo,3189,1351,1299
sinus_070,3631,1375,1298
_no0B,3961,1235,1128
ScarletS,3961,1053,956
