handle,rank,oldRating,newRating
sslotin,1,1938,2158
hloya_ygrt,3,2033,2168
Mediocrity,6,1956,2074
kulpet345,8,1752,1911
kefaa,20,2217,2204
peltorator,29,1587,1724
Vladik,32,2205,2171
YaKon4ick,34,1692,1789
markysha,40,2067,2055
hamlet,45,1972,1978
Sanja,52,1844,1875
fake123_loves_me,58,1603,1695
Jatana,65,2004,1982
RockyB,70,1656,1721
gop2024,75,1681,1735
alexxx998,80,1612,1682
Gmacem,115,1557,1620
isaf27,123,2023,1961
dima_z,128,1649,1679
programmer228,133,1621,1656
xoxo,139,1542,1597
derovi,140,1439,1526
Timonnable,169,1463,1529
JoJo,176,1350,1450
Ekler,214,1564,1582
iakovlev.zakhar,224,1814,1766
Nybik,233,1326,1412
Capitan,251,1375,1438
Astralpirate,331,1295,1360
sava-cska,357,1442,1453
danya090699,502,1603,1544
MakArtKar,521,1566,1512
profi,623,1500,1441
MathAlex,640,1500,1438
kostyamyasso2002,651,1500,1394
anatolik,651,1522,1414
Imenkey,651,1208,1119
