handle,rank,oldRating,newRating
jiangly,1,3356,3509
QuietBeautifulThoughts,2,3008,3203
maroonrk,3,3467,3511
137_345_2814,4,2730,2949
Elegia,5,3035,3158
Morollcinna,6,2566,2800
Rafbill,8,2810,2957
ko_osaga,10,3261,3276
ksun48,11,3411,3380
ecnerwala,12,3467,3416
LJC00118,14,2979,3042
qazswedx2,15,2970,3030
skip2004,16,2557,2722
Um_nik,17,3438,3370
feecIe6418,18,2863,2938
noimi,19,2856,2928
cnnfls_csy,20,2773,2863
orzdevinwang,22,3007,3030
244mhq,24,3206,3173
He_Ren,25,3006,3020
jqdai0815,26,3604,3466
AoLiGei,29,2664,2756
Vercingetorix,30,3115,3089
Gary2005,31,2564,2677
Eric_hooo,32,2762,2821
kotatsugame,34,2849,2881
gisp_zjz,35,2972,2968
amazing_rat,35,2156,2380
nantf,37,2715,2775
conan1412yang99,38,2447,2577
yzc2005,41,2769,2807
gyh20,43,3010,2984
SevenDusks,44,2460,2575
Rafi22,46,2207,2394
awoo,47,2650,2709
crashed,50,2089,2309
HolyK,51,2250,2413
Nero,51,2298,2446
wenhao801,53,2257,2416
balbit,54,2739,2764
fastmath,56,2558,2628
tute7627,57,2822,2822
zemen,58,2877,2862
kostia244,59,2537,2608
Andreasyan,60,2387,2498
Yurushia,62,2236,2389
AwakeAnay,64,2406,2506
DoorhandleMahoushoujo,66,2270,2408
Howarli,67,2283,2415
SSRS_,68,3054,2984
Kevin114514,69,2482,2556
djq_cpp,71,3327,3186
bthero,72,2287,2412
Mr_Wu,73,2401,2492
wifiii,74,2377,2473
dorijanlendvaj,74,2942,2892
orzhyh,76,2314,2427
JianfengZhu,77,2292,2409
abc864197532,77,2485,2548
dl720125,79,2436,2510
TripleM5da,81,2393,2478
Prateek,83,2172,2322
hank55663,85,2923,2868
MtSaka,85,1930,2165
LeafSeek,87,2460,2521
zhouhuanyi,90,2170,2311
rama_pang,90,2700,2694
maspy,93,2656,2661
ugly2333,94,2993,2913
iterater,96,2166,2305
blackyuki,97,2734,2715
chenxiaoyan,100,2384,2454
Alex_Wei,100,2668,2663
sys.,102,2624,2629
Roundgod,102,2471,2515
PrinceBubblegum,104,2298,2389
platter,108,2464,2506
natsugiri,109,2728,2703
HNO2,111,2176,2299
cmll02,112,2620,2618
BurnoutAg7,112,2403,2458
rniya,114,2525,2546
Peti,116,2308,2385
Crabby_Maskiv,116,2508,2531
kevinxiehk,116,2240,2337
A-SOUL_Bella,116,2780,2735
IsaacMoris,120,2258,2349
pzc2004,121,2265,2353
Crying,123,2039,2198
codelegend,123,2352,2413
uwi,123,2935,2848
kmjp,127,2595,2590
foreverlasting,129,2088,2226
Enchom,129,2488,2509
Toxel,131,2764,2715
triple__a,132,2425,2461
crazy_sea,139,2198,2294
Volkov_Ivan,144,2457,2477
yanyutao,146,2151,2257
olmrgcsi,149,2400,2432
leukocyte,153,2224,2304
Noureldin,154,2055,2188
zeliboba,154,2655,2619
antontrygubO_o,154,2859,2774
wery0,157,2130,2236
physics0523,159,2599,2575
Egor,161,2924,2820
relyt871,167,2175,2261
cyh_toby,175,2229,2295
ykl,176,2180,2259
lucaperju,176,2531,2515
MAKMED1337,182,2218,2283
lahlah,184,1987,2126
ButterCake,184,2323,2357
mmaxio,184,2542,2520
hht2005,184,2345,2373
