handle,rank,oldRating,newRating
danilka.pro,41,1557,1710
Svyat,55,1572,1710
M.Mahdi,109,1607,1697
Akigeor,138,1696,1701
k1nval,141,1625,1687
TsunamiNoLetGo,147,1627,1685
sievra,303,1548,1601
Egor.Lifar,361,1241,1446
Carups,383,1581,1574
kzyKT,428,1287,1457
PAP,451,1569,1544
nhphuongltv,558,1485,1493
Igorjan94,587,1584,1522
SimB4,619,1630,1552
bixind,759,1500,1499
Tima,945,1464,1400
Ronnie007,1054,1637,1542
pi37,1181,1441,1362
Bobrosoft,1270,1507,1413
aguss787,1274,1500,1419
craborac,1494,1201,1143
