handle,rank,oldRating,newRating
Ebola_Emperor,1,1801,2099
EthanZyh,10,1417,1747
nagpaljatin1411,13,1694,1909
tatyam,20,1361,1680
dmkz,23,1669,1865
Zayin,27,1825,1964
xuqijie,29,1800,1943
tkj,32,1850,1973
gleb.astashkin,41,1775,1909
Rafaelcs,46,1772,1900
Narut,50,1831,1938
yz6205,54,1500,1714
cy1999,59,1707,1845
ahgus89,77,1756,1865
a.nogikh,87,1797,1887
devid,93,1634,1772
hychyc,102,1827,1900
tloinuy,103,1889,1944
tdas,116,1761,1847
panole,119,1788,1864
ArshiaDadras,129,1803,1871
Lawali,132,1850,1904
Amoo_Safar,134,1881,1925
Tokyo_Drift,136,1883,1926
Sumeet.Shirgure,137,1746,1828
apostoldaniel854,166,1781,1842
Infinity25,175,1883,1913
SGColin,181,1544,1675
kizen,183,1785,1840
6ziv,188,1844,1881
AutumnKite,209,1830,1865
memset0c,212,1863,1888
gheorghe_armand,224,1619,1713
w0nsh,229,1860,1882
ch_g,238,1779,1821
wh_ZH,239,1516,1640
daniel14311531,242,1500,1629
senjougaharin,257,1827,1852
dlwocks31,258,1732,1783
dantrag,261,1894,1900
SodiumCl10,261,1736,1785
Kerpoo,265,1881,1889
Shaad7,270,1780,1815
frodakcin,293,1720,1767
divanik,296,1899,1897
Obsidius,296,1513,1625
Rahul,320,1731,1770
joaom,322,1498,1610
copyright,335,1812,1826
edenooo,336,1841,1847
osu,356,1410,1546
Ari,356,1884,1876
Solnechniy_kray,358,1599,1671
HNO2,362,1836,1839
Rebelz,402,1860,1851
LanrTabe,430,1560,1632
Andres_Alumets,436,1712,1738
KurisuMakise,449,1576,1640
irri,455,1706,1731
AcPlusOne,465,1858,1842
jhhope1,466,1488,1578
popashka,511,1531,1601
Igorjan94,519,1745,1751
Dalgerok,530,1770,1769
ManasG,538,1727,1736
IceKnight1093,540,1829,1811
DimmyT,545,1663,1689
armoking,550,1740,1744
babin,553,1804,1791
GioChkhaidze,561,1679,1698
Zain,565,1877,1845
Jhamra,569,1703,1715
taran_1407,575,1873,1841
Dalenator,579,1691,1705
MladenP,581,1728,1732
GLAYS,584,1520,1583
negativez2,584,1683,1698
r57shell,591,1497,1567
ouqingliang,606,1672,1687
SovietPower,606,1886,1847
fdironia,617,1815,1793
wery0,623,1736,1733
golikovnik,628,1801,1781
srikkanthr,628,1696,1703
hat,635,1646,1666
tauhrick,656,1507,1566
solvemproblr,668,1503,1562
madhav_1999,675,1866,1826
ibrahim001,675,1391,1486
gwq2017,740,1730,1718
gupta_samarth,764,1422,1497
ravik1,768,1524,1566
aryanc403,768,1835,1794
hankeke,787,1645,1650
gubeiqg,816,1500,1544
mh755628,823,1599,1614
amanbol,839,1815,1774
ILoveBitches,852,1789,1753
meaningIess,856,1781,1746
Stanislau,863,1349,1439
congthanh123,877,1775,1740
DeD_TihoN,888,1676,1665
HatanoKokoro,897,1770,1735
PopescuMihai,897,1599,1607
AngrySeal,897,1702,1683
MonkeyKing,897,1791,1751
Kirill22,916,1517,1547
Usu,931,1719,1694
Peti,957,1527,1551
natofp,972,1830,1776
Smokey_Days,972,1624,1620
Verly,977,1587,1592
Adhami,1008,1860,1796
RockyB,1028,1757,1716
MForest,1036,1693,1667
catforces,1036,1675,1653
mbalsells,1048,1624,1614
ynycoding,1104,1551,1556
PedroBigMan,1167,1478,1499
s20b1_chernikov,1167,1555,1554
Changyu,1193,1538,1541
asuldb,1193,1366,1420
shaojianan,1208,1500,1512
iceyishandsome,1226,1431,1462
revpro,1235,1529,1531
meiqwq_bf,1235,1501,1511
zmwang,1245,1689,1650
arnold518,1245,1738,1688
Shtef,1258,1618,1596
Anastasia_Yun,1258,1576,1564
shinbay,1276,1422,1452
CUCO,1281,1678,1640
AST_TheCoder,1318,1589,1569
bibibibi,1318,1842,1765
imslavko,1476,1816,1736
swapnil159,1547,1414,1427
czsnb,1547,1513,1499
limabeans,1553,1417,1429
klimmek55,1563,1738,1671
ikrpprppp,1586,1484,1475
jdurie,1600,1543,1519
Stepavly,1626,1663,1609
Nika_Tamliani,1644,1212,1282
cocktail,1661,1461,1454
jam1729,1663,1761,1684
John_zyj,1677,1780,1699
Fortitude,1692,1524,1499
IsaacMoris,1711,1339,1363
daniel071292,1754,1587,1543
gustavoleal,1824,1291,1322
evildanlapokin,1829,1386,1388
Enkognit,1882,1548,1507
wuruzhao,1886,1456,1436
Capitan,1908,1481,1454
skytyf,1986,1202,1249
Evlampiy,1994,1666,1594
pufanyi,2086,1555,1502
Wandoka,2099,1659,1584
Karavaiev,2299,1500,1448
-rs-,2331,1431,1392
wjyyy,2388,1712,1615
_no0B,2388,1848,1727
lindongli2004,2464,1440,1392
Riladavin,2469,1520,1455
Sixpathsguy,2561,1257,1247
LUV,2589,1326,1296
Scayre,2609,1684,1583
Mr.Robot_28,2640,1470,1407
kai824,2690,1522,1446
WowURSuchAFailureOoO,2792,1500,1424
1a2b3c4,2969,1659,1550
moonshine,3019,1273,1228
IMRUN,3132,1349,1281
cheissmart,3132,1458,1372
bobbilyking,3428,1500,1395
555,3581,1137,1070
Kawaii,3785,1367,1258
