handle,rank,oldRating,newRating
Monkey1ng,4,1775,2147
Tuanlinh123reborn,7,0,910
lmq3z,8,2051,2306
r-2,9,2001,2241
ahsoltan,10,1972,2180
kefaa,12,2011,2197
little_vegetable,13,2076,2238
celin,14,1996,2178
cper,16,1991,2167
ukisko,19,1965,2140
familiarize,20,1779,2068
omsincoconut,21,1856,2060
ajinkya1p3,23,1835,2041
Leo_wang,25,2023,2166
Krabbypatty,26,2019,2162
HCPS42,27,1993,2141
DerrickLo,29,2052,2179
kafamcokkaristi,30,2071,2191
Alcabel,31,1822,2016
guperman,35,2038,2161
ha___il,36,1951,2099
dumb_boi,38,1985,2120
I_HATE_CONSTRUCTIVES,39,2060,2172
VasyaMer,40,2059,2170
mohammadsam,41,1848,2021
Palindrome_1,42,1783,2034
one_autum_leaf,45,1882,2040
awesome_idiot,46,1798,1981
MoneyCalling,48,1709,1976
anaswarkb013,49,1866,2025
vgoofficial,50,524,1181
icosahedron,51,2036,2142
Nxxlt,52,1809,1982
FzArK,55,2040,2141
DimonKrutoi,57,2074,2163
MegrezBunny,60,2016,2119
blahblah239,62,1618,1844
chh9976,63,2094,2172
brown_toad,64,1992,2099
_morsmordre_,66,1994,2099
woodywoody,67,1884,2077
Pols_Agyi_Pols,68,2048,2136
forest,69,1910,2038
dimkolya,70,2077,2155
Gatina,72,2027,2118
ahshafi,73,2022,2114
zjwwjhy,74,2011,2105
zxcen,75,1617,1867
NovusStellachan,76,1942,2055
towrist,78,1900,2024
Little_Xi_,80,1723,1954
sv1shan,83,2062,2136
bugmaker3243,84,1860,1992
YamOCHca,85,1972,2070
Rodionno,86,1920,2033
dmraykhan,87,2064,2135
tolbi,88,1962,2061
Jlyfish,89,1974,2069
Junz_LJL,90,2018,2100
AKSLEGION,91,1900,2016
serichaoo,92,2021,2101
Namine,94,1972,2065
MnTm,95,2019,2098
tugrus,96,2066,2132
Auroraa_,97,1795,1940
Opuntia9622,98,1950,2048
efe0,99,2038,2110
taran_1407,100,1902,2012
masonpop,102,2077,2136
Luvidi,104,1714,1881
anton6,107,2017,2091
p__ce1052,109,1337,1631
jiazhichen844,110,1933,2030
raulandreipop,111,1991,2071
methanol,114,1666,1844
Omiya_Shinobu,115,2056,2116
Wizard_of_Orz,116,1960,2046
sashko123,117,2013,2084
gs17005,118,2086,2136
874641984,121,1947,2035
CepryH9,122,2044,2104
d3press3d,124,1836,1956
udon1206,126,2008,2077
Kim_Duhan,128,2054,2109
SoloRejudger,131,2058,2111
-Cap1taL-,132,2098,2140
Mr.Whitebird,134,1818,1939
BRUHHHHHHH,135,1920,2010
economist,138,2029,2087
zzyx,140,2099,2137
Gondozu,143,1879,1978
goncharovmike,145,2066,2111
shstyle,147,1789,1913
teekaytai,148,2060,2105
Prieved,151,2011,2069
antoniomsah,152,2009,2067
Boomyday12343,155,2037,2086
Kawaii,156,2099,2131
milind0110,156,1952,2025
JakobZ,159,2052,2096
hqmm,160,2038,2085
ender_shayan,162,2050,2094
Jamshed11,163,1932,2008
t9unkubj,165,1484,1700
ScottChou,166,1943,2014
lvovkir,166,1780,1899
jmyszka,169,1872,1963
NourElleithy,170,1931,2005
marc2825,170,1865,1958
Ghosteman1234,172,1777,1896
n685,172,2082,2113
IamNewbie,175,1963,2026
tilenn,175,1972,2032
stup_bitch,178,2077,2108
GStnt,180,2034,2076
arash.,181,2062,2096
Pyroblast,182,2025,2069
Ste,185,2061,2094
DaNeK0201,187,1945,2010
serialcomder,188,1978,2033
TimonKnigge,189,2100,2122
DiegoGarcia,190,2058,2091
MASTERB4APRIL,191,1876,1959
MedriaLife,193,1890,1969
sleepntsheep,194,1866,1951
HIJAZ,195,1777,1889
ABalobanov,196,1932,1998
eggegg185,198,1716,1845
romarkovets,199,1892,1968
mika_uwu,201,2038,2073
WQhuanm.,204,2100,2118
Apteryxx,204,0,727
great_fortune,206,2097,2115
Zachary_Gao,209,1988,2035
ByeWorld512,210,1996,2040
Clan328,212,2000,2043
OctaneC8H18,214,1661,1802
spectrra,220,1717,1840
a999999,222,1945,2000
Sempr,226,2060,2083
biximo,227,1888,1958
profchi,228,1886,1956
Pagode_Paiva,232,2076,2094
tour2st,233,2040,2067
rishit3234,234,1930,1986
mark,238,1814,1903
Pentagon03,241,1908,1969
Final_Track,243,2039,2064
a6z,248,1861,1934
Shayan_Shirazi,252,1963,2006
areke,254,2080,2091
KOPOLb_4YPOK,256,1865,1934
Bruteforceman,260,1947,1993
I_Love_Diar_Narumov,261,1903,1961
ArvinCiu,264,1934,1983
wiritos,265,1990,2023
elijjah,266,1828,1907
-_TIMOFEY_-,267,2078,2087
panty_,270,2037,2056
MegalovaniaJ,273,1748,1848
ezraft,275,1937,1983
hamo21,275,1956,1997
Timonnable,277,1959,1999
aryan12,279,2034,2053
N.N_2004,280,2016,2040
Pouyaaan,280,1978,2012
cc4414,282,1972,2007
Pervushev,284,1874,1936
Kepy,286,1668,1790
d_ananta_,287,1875,1936
mc._cari,288,1775,1864
Inkyo,289,2002,2027
Mahmoud_Haddad,293,2082,2085
_Foxxy_,295,2018,2038
DennisTran,299,1944,1983
nickbelov,303,1960,1994
Sunnatov,307,1908,1956
Scalm,314,1953,1987
Yoav,317,1985,2009
mrmoooo,322,1872,1927
zabiyakaubivaka,322,2060,2064
berr,324,1838,1902
jackson.souza,327,1978,2003
SeptaCube,330,2082,2079
EgorSav,338,1915,1955
MinaRagy06,341,1820,1886
vok8,344,1854,1910
Andrew-13,346,2010,2024
CyberCow,348,2092,2084
Itachi_Uchiha13,351,1822,1886
Tsovak,354,1965,1989
Farsh_LE,354,2095,2085
TrendBattles,358,1576,1712
tenagazaru,362,2011,2021
ThisWasUnplanned,362,1709,1803
_bLIC_,365,2057,2055
nnv-nick,366,1829,1888
borgar02,368,2001,2013
shorya1835,369,1845,1900
purinliang,373,2038,2040
1L1YA,373,1928,1958
JOliva,373,2053,2050
onetap,376,1899,1938
Grzmot,378,2083,2073
Hata_no_Kokoro,382,2071,2063
donot,383,1973,1990
EN_SA,385,1986,2000
yy__zq,385,2030,2032
Enigmurl,387,1725,1811
Palbudir,389,2015,2020
Haorayz4,392,1736,1818
ChinatsuKano,394,2000,2009
_Gawd_,400,1921,1950
wjh666,400,1990,2000
purp4ever,407,2097,2079
andrewtam,409,1852,1898
pkhaustov,414,2097,2078
Hasan0540,417,1779,1845
SpinSpen,417,1987,1995
brenner1,419,2041,2036
424479543,419,1871,1911
dongggle,422,1719,1801
dmkz,423,1846,1892
yvbf,423,2094,2075
huikang,434,1775,1840
ace_loves_xq,435,1806,1862
Kustov_Vadim_533,438,1975,1984
njustbacon,438,1866,1904
GreatEagle,440,2044,2035
Doru,440,1983,1990
Kyte,445,1832,1879
Healexr,448,1957,1970
BenchPress,451,2052,2039
Vitaly503,457,2002,2002
dontforgetyourself,460,1811,1861
STommydx,466,1876,1908
burg113,467,1968,1975
ycx2010,467,1746,1814
Tima19,470,1828,1872
Nanani,477,1741,1809
dmot,479,1824,1868
Mirbek,482,1880,1908
frostaur_,483,1775,1832
yookwi,493,1958,1964
Rising-coder,494,2025,2014
BerryPie,497,1897,1919
U-mika,500,1999,1994
samliu12,500,2099,2069
qpwoeirut,502,2024,2013
hateall,506,1858,1889
ZERO_AKG,509,1936,1947
caan_do,511,2065,2043
balakrishnan,513,1764,1821
Hectonit,514,2058,2037
cmdgbb,514,1901,1920
naylonposet,523,691,1147
dbaumg,529,1992,1986
ilyastarost,531,2019,2005
khangai11,533,2012,2000
diobrando97,540,1888,1908
yimuhua,540,1881,1902
kiomi,551,1674,1752
the_problem,565,1790,1833
Yhs_Joker_13,571,1815,1851
mushanyu,572,1859,1883
inoader,574,1736,1794
soumilbansal0005,579,1705,1771
qusol,581,1994,1982
Bahamin,581,1713,1777
asxziill,584,1967,1961
EnDeRBeaT,588,2017,1999
rtckyw_,590,1785,1827
prz1213,591,2083,2049
DadOfYuyang,597,1594,1690
argtarg,601,1638,1720
-dub-otrezkov-,612,2039,2013
zeemanz,613,1837,1863
perchuts,614,1980,1968
shiqiaqiaya,616,1892,1903
Arturo,616,2064,2032
thawin.ice,622,1972,1961
PROELECTRO444,625,2030,2005
powervic08,627,1872,1887
cancaneed,629,1917,1920
lucasturci,631,2014,1993
fzcdream,638,1804,1836
lishujia090623,638,2071,2035
fatalerror,640,1860,1877
daniel071292,640,1878,1890
eepsilon,648,1832,1855
Sunflower233,650,1692,1754
qwe1rt1yuiop1,655,1842,1862
Zain,663,1914,1915
RakibJoy,666,1897,1902
neetman,667,1640,1716
theNewSon,686,1694,1752
ulorew,688,2085,2041
Lezy233,688,1686,1746
fanfly,692,1990,1969
Sir-Ahmed-Imran,696,1904,1904
GennadiySosnov,697,1964,1949
Max_Calincu,705,1737,1781
alecs,705,1855,1867
Hihihah,713,1955,1941
g1dr4ch,729,1891,1892
Art.ogo,731,2026,1993
Narut,734,1907,1903
mQfZ,739,2049,2010
skahl15,743,1748,1786
UshanGhosh,745,1881,1883
CoderAbhi27,764,1893,1890
ji_114514,765,1808,1827
Shuishui_0921,769,1934,1921
Mifort,772,1923,1912
cybsbbb,778,1998,1969
PieArmy,783,1870,1872
rob00,784,1985,1958
TLE_Automaton,786,1947,1928
EyadBT,793,1911,1902
Alexander-21,798,1872,1872
snasibov05,816,1943,1924
FatihCihan,822,1837,1844
tanaygad,843,2101,2042
hocln,845,1846,1849
h2rsh,848,1961,1935
IanISam,849,1677,1725
Lyamzin_alexandr,854,1811,1822
JOO91,859,1821,1829
Thanhs,863,1791,1807
zseefvhu12,872,1826,1832
carlycarlycarlycarly,880,1159,1369
mohamedeltair,884,1806,1817
Fyind,893,1890,1878
Eslam_Saleh,898,1746,1772
Nullptrs,920,1776,1792
--tofu--,924,1806,1813
chenhongrui,935,1917,1896
waste_f,941,1922,1899
panda211panda,950,1652,1700
disjointset,955,1764,1781
kzyKT,964,2064,2006
kl0989e,966,1474,1572
shdut0901,967,1833,1831
golomb,974,1151,1433
Mohamed_Reda,977,2092,2027
bananasaur,987,1951,1919
minhnguyenxuan60,991,1929,1901
Mohamed308,998,1918,1893
omikad,1005,1720,1745
djm03178,1014,1863,1850
ibrahimwq,1018,1925,1897
ODD-EYES,1028,1968,1929
Wandoka,1042,1929,1898
Axial-Tilted,1045,1640,1684
MisterReaper,1056,1885,1864
lowbob,1075,1909,1881
espr1t,1075,2000,1950
nichke,1079,1741,1756
efishel,1092,1945,1908
Iceturky,1095,1775,1779
proven,1122,1692,1717
russian_proger,1130,1904,1875
Misha100896,1131,1815,1806
drath10,1137,1954,1912
quaha,1165,1781,1780
psychobot,1203,1923,1885
charan,1226,1976,1923
MarcosPauloEvers,1258,1889,1856
Chelovek9,1258,1962,1911
Empty_Dust,1288,1827,1808
Richard1211,1292,2015,1951
IHateGeometry,1295,1817,1799
fireheart17,1458,1708,1709
Justinshao,1463,1695,1700
Abhishek_Srivastava,1481,2007,1936
trainerherp,1505,2018,1943
Aldk,1519,1955,1894
jasmin_studer,1577,1810,1780
hshhh_,1591,1758,1740
domovonok,1621,2026,1944
hxano,1643,1797,1768
_Kee,1851,1704,1689
Sgdd,1879,1883,1824
Xiaozzz,1897,1863,1808
Rayo,2016,1614,1615
tch1cherin,2093,1817,1766
FHQY,2204,1573,1577
IMackerI,2296,1837,1774
qqqaaazzz,2353,1732,1692
Ahmed_Salah7,2840,1937,1837
Pekiban,2843,1818,1744
dungdq,2855,1688,1643
I_HATE_GEOMETRY,2872,1451,1465
Jinjazilla,2888,2011,1894
HusseinFarhat,3140,1690,1636
limabeans,3907,1611,1558
icefake,3961,1821,1720
Wxssim,4526,1807,1698
reiracofage,5207,1631,1547
Yousef.Osama,5540,1731,1621
yahia,8020,1961,1779
Asbjorn,8130,1956,1773
otbitiy_serb,8423,1986,1796
kissgergely,8556,1996,1802
a884020583,12105,865,814
