handle,rank,oldRating,newRating
iaNTU,4,2048,2245
iakovlev.zakhar,5,2094,2267
Vexoben,12,2021,2171
xxxxxxmk,16,2006,2151
Pajaraja,19,1975,2121
KirishimaTouka,21,1921,2077
TianyiChen,31,1879,2031
Vax,38,1964,2080
ivdim1999,42,1643,1857
ItsLastDay,46,1689,1883
taran_1407,50,1710,1892
loan,52,2016,2101
darkkcyan,55,2090,2152
lqs2015,63,2087,2143
kzyKT,70,1852,1970
stefdasca,72,1849,1967
Ebola_Emperor,73,1603,1801
TripleM5da,83,1991,2060
Misha100896,84,2011,2073
lrvideckis,89,1759,1894
AQT,100,1880,1972
Irkutsk_ISRU,102,1991,2050
gauss148,105,1865,1959
Emma.Yin,108,1776,1895
JATC,109,2094,2121
Rebelz,112,1871,1959
dusty.and.rusty,114,2049,2086
verngutz,117,1900,1978
dorijanlendvaj,118,1864,1952
gen,119,1954,2015
KevinWan,121,1972,2027
ZiyaZa,123,2082,2106
txingml,126,2052,2083
babin,126,1739,1861
madhav_1999,129,1795,1899
IceKnight1093,132,1888,1962
average_frog_enjoyer,134,1877,1954
okwedook,136,1879,1955
djm03178,138,2047,2075
taeyeon_ss,139,2083,2101
sinus_070,140,1974,2021
2018szb,141,1740,1854
antontrygubO_o,149,2048,2071
Arigato,158,1796,1888
kizen,159,1703,1823
Ahmed-,160,1824,1907
Roberio,167,1944,1990
lucaperju,169,1825,1904
abisheka,170,2014,2039
vanvector,172,2091,2095
bktl1love,172,1853,1923
Amoo_Safar,175,1923,1972
vbobrov,175,1977,2011
TheFallenOne,180,1979,2011
Silver_Fox,182,1745,1844
vhnvn,183,1965,2000
reeWorld,185,1801,1882
jacynkaa,189,2057,2065
Rutvik_Kothari,196,1860,1921
scopeInfinity,200,2052,2059
brandonzhang,205,1852,1912
neko_nyaaaaaaaaaaaaaaaaa,217,2038,2044
TooNewbie,220,2011,2024
IgorI,226,2036,2040
BaaaaaaaaaaaaaaarkingDog,233,2001,2013
dlwocks31,260,1823,1878
SlavaSSU,272,2042,2035
wleung_bvg,276,1913,1939
memset0c,280,1415,1596
GStnt,283,1811,1864
EndRay,286,1856,1896
fdironia,292,1500,1649
kqp,302,1832,1876
Zain,303,1968,1974
Ferume,304,1925,1942
Shisuko,306,1816,1863
bthero,308,1971,1975
denisrtyhb,321,1860,1892
kzvd4729,326,1892,1914
dasdull,327,1910,1927
qwerE,328,1670,1756
Lawali,331,1901,1920
w0nsh,332,1832,1869
GreatEagle,332,1666,1752
Ali.Kh,345,2046,2025
amanbol,353,1645,1733
SongC,370,1837,1867
andrew,374,1881,1898
BinGoo0o0o,381,2089,2052
fshp971,393,1971,1962
AutumnKite,395,1834,1860
HirasawaaYui,397,1913,1918
OMG_wc,398,1990,1975
SovietPower,399,1830,1857
VaVshchuck,400,1787,1826
Akatsuki_,409,1856,1875
copyright,410,1579,1678
Soul_Full_Of_Thunder,415,1849,1868
Sumeet.Shirgure,419,1808,1838
Eramoni,437,1735,1783
brimix__,451,2079,2035
Smokey_Days,465,1548,1648
KeNaj712,484,1614,1691
kissgergely,485,1879,1881
BenniKartefla,488,1740,1779
qiangbao,497,1696,1747
sarkar,499,1866,1869
abhishek_saini,511,2022,1985
senjougaharin,514,1872,1872
ankeshgupta007,518,1938,1921
Usu,523,1760,1789
arnold518,531,1732,1768
ruhan.habib39,543,2034,1991
AkiLotus,558,1923,1905
GioChkhaidze,561,1785,1803
AsleepAdhyyan,562,1895,1883
nong,565,1974,1943
HCPS42,570,1728,1760
krasav4ik,574,1529,1620
Dalgerok,580,1826,1830
Kallaseldor,587,1959,1929
Sorting,603,1987,1949
risujiroh,611,2021,1974
Andres_Alumets,616,1728,1755
apostoldaniel854,621,1742,1764
psc233,622,1952,1920
Supermagzzz,634,2022,1972
ahgus89,650,1612,1668
imslavko,652,1825,1822
gwq2017,665,1652,1695
Learner99,680,1772,1780
interestingLSY,688,1889,1867
Stepavly,689,1648,1689
Randoming,695,1821,1815
SUN.LOVE,710,1774,1779
PugachAG,712,1845,1831
Programmer,723,1696,1720
wjyyy,746,1700,1721
Narut,749,1888,1860
_Jaykishan_Parmar,750,1772,1773
impermanence,753,1679,1705
klimmek55,763,1593,1642
hat,779,1653,1684
DeD_TihoN,791,1464,1551
noimi,794,2017,1955
the_Despair_,809,1853,1829
mohamedeltair,817,1878,1847
tkj,834,1882,1849
usachevd0,849,1801,1786
Shaad7,860,1822,1801
ivanilos,861,2080,1998
MikhailovBair,861,1762,1756
MarcosK,866,1769,1761
Shtef,868,1688,1701
aryanc403,877,1693,1704
atodo,893,1505,1569
wygzgyw,896,1762,1753
PopescuMihai,897,1613,1644
maxflow,901,1500,1564
Heibor,925,1886,1845
ILoveBitches,933,1829,1801
hqm01,942,1538,1587
LanrTabe,970,1503,1560
Artyom123,983,1508,1563
TravellingSalesman,1018,1605,1629
irri,1022,1608,1630
Zayin,1026,1649,1660
tauhrick,1044,1597,1621
hocky,1053,1838,1799
I_love_myself,1077,1598,1619
RED_INSIDE,1078,1863,1817
OMG_link,1088,1855,1810
Rafaelcs,1097,1804,1770
kohandy,1100,1738,1720
divanik,1104,1931,1867
peti1234,1114,1896,1840
BLUESKY007,1132,1553,1583
hankeke,1135,1568,1593
wh_ZH,1139,1538,1571
Dilute,1142,1663,1661
HatanoKokoro,1159,1500,1543
_no0B,1162,1904,1843
nantf,1169,1588,1605
houzhe,1177,1984,1904
Pechalka,1196,1402,1472
ch_g,1216,1776,1742
meaningIess,1218,1489,1531
little_sun,1219,1460,1511
UnstoppableChillMachine,1221,1949,1874
lukamosiashvili,1235,1503,1540
Adhami,1249,1714,1692
Prostoegor239,1255,1918,1848
L0TUS,1305,1724,1697
Goorkiewicz,1330,2002,1910
tdas,1340,1589,1594
little_misfortune,1345,1831,1776
Mackerel_Pike,1349,1542,1560
Scayre,1364,1867,1803
marton.antoni,1372,1725,1694
zmwang,1380,1491,1521
mrtempo,1389,1961,1875
Dance_Of_Faith,1397,1979,1889
killer_god,1399,1914,1838
swapnil159,1411,1395,1452
DavitMarg,1416,1378,1440
pill,1419,1564,1571
daniel071292,1434,1485,1513
HNO2,1443,1878,1807
paulzrm,1459,1639,1624
caustique,1478,1960,1870
Timonnable,1490,1594,1588
Baraa_Armoush,1490,1540,1549
nagpaljatin1411,1496,1735,1694
catforces,1504,1622,1609
gratus907,1534,1551,1554
DimmyT,1545,1892,1813
Nikhil_Medam,1562,1453,1482
meiqwq_bf,1576,1603,1590
ravik1,1587,1393,1439
Riladavin,1612,1446,1474
natofp,1632,1644,1618
MonkeyKing,1675,1629,1605
cocktail,1681,1449,1472
coxie,1703,1393,1431
klimoza,1736,1543,1537
coder_pulkit_c,1749,1420,1447
congthanh123,1757,1757,1698
Fugtemypt,1774,1500,1503
Karabutsa,1788,1468,1479
Mbfibat,1809,1624,1594
ButterflyDew,1823,1466,1476
Dalenator,1823,1785,1717
alireza_kaviani,1828,1565,1548
wery0,1836,1722,1668
solvemproblr,1839,1610,1582
limabeans,1852,1384,1416
mh755628,1873,1685,1637
Rahul,1916,1684,1635
ChthollyNotaSeniorious,1924,1324,1370
Kirito,1998,1500,1491
tamref,2021,1995,1876
dmkz,2056,1736,1669
John_zyj,2059,1719,1655
ZGS_WZY,2063,1685,1629
Pa.Nic,2096,1500,1486
-rs-,2116,1469,1462
amsraman,2118,1440,1441
JulianFernando,2125,1417,1424
pufanyi,2136,1498,1483
GLAYS,2144,1548,1520
shiftpsh,2168,1742,1669
Myrcella,2181,1563,1530
GustavK,2185,1705,1639
sievra,2192,1737,1664
Moon1125666900,2192,1892,1787
Bunnycxk,2198,1665,1607
shinbay,2198,1551,1520
sjc061031,2205,1524,1499
nghethuat102,2216,1734,1660
tgritsaev,2230,1627,1576
Ari,2261,1874,1770
curly_braces,2261,1491,1471
Undying,2278,1247,1296
SleepyShashwat,2278,1213,1273
pacha2880,2301,1741,1662
Frozencode,2373,1375,1380
ace_loves_xq,2590,1244,1276
Nakagawa.Kanon,2602,1500,1462
Obsidius,2602,1365,1360
moonshine,2638,1500,1460
omikad,2655,1524,1478
tatyam,2669,1371,1361
Sixpathsguy,2771,1057,1141
RinkaSnow,2822,1489,1444
michao,2822,1331,1324
Rvess,2880,1466,1424
Dart-Xeyter,2999,1512,1454
AST_TheCoder,3120,1555,1484
DanielixS,3143,1339,1314
gupta_samarth,3183,1323,1300
real.emerald,3240,1495,1431
Brovko,3314,1691,1588
VladHaivas0205,3321,1343,1308
revpro,3347,1528,1454
iLoveIOI,3373,1203,1201
iceyishandsome,3488,1500,1426
ExplodingFreeze,3523,1385,1332
Stanislau,3720,1292,1249
Shirley_lf,3730,1326,1275
__cucumber__,3870,1458,1376
donbasta,3922,1500,1409
bogorodniy,3950,1114,1099
555,3957,1500,1408
mbalsells,3976,1462,1375
dixitgarg,4016,1500,1406
M1v1savva,4077,1605,1492
DilshodbekX,4097,1500,1402
ScarletS,4177,1184,1136
LUV,4270,1177,1123
bhatnagar.mradul,4398,1500,1391
Robsob,4436,988,962
TurboYarik,4523,1101,1042
Kotehok3,4623,1068,1005
sher_wu,4672,1500,1381
jdurie,4754,1500,1378
2019_BecameMaster,4787,1317,1201
gigajet,4787,1663,1517
Ooops_no,4787,1500,1370
