handle,rank,oldRating,newRating
jqdai0815,1,3365,3441
jcvb,2,3129,3203
Claris,6,2010,2334
Endagorion,7,2871,2930
Reyna,8,2660,2767
muratt,9,2518,2657
Marcin_smu,10,2511,2644
Kostroma,11,2734,2800
Swistakk,14,2500,2613
JoeyWheeler,15,2843,2860
kalimm,20,2395,2512
Errichto,21,2779,2790
Kaban-5,22,2534,2606
Arterm,23,2620,2666
Radewoosh,27,2672,2693
sokian,29,2329,2437
Rafbill,32,2160,2309
nfssdq,41,2398,2461
simonlindholm,42,2542,2565
fruwajacybyk,43,2062,2219
I_love_tigersugar,47,2221,2322
Merkurev,48,2877,2807
knightL,50,2294,2370
takio,51,2356,2413
zemen,54,2641,2621
yarrr,56,2083,2210
vintage_Vlad_Makeev,67,2308,2357
Kipsora,71,2055,2172
LLI_E_P_JI_O_K,72,2303,2348
kmjp,76,2388,2406
Um_nik,78,3010,2876
ksun48,79,2551,2525
Nezzar,80,2391,2403
Vercingetorix,80,2415,2421
ffao,83,2451,2446
zeliboba,84,2572,2536
satashun,85,1988,2112
slycelote,86,2055,2156
pllk,87,2170,2236
DmitryBelikov,90,1933,2070
jacobtpl,91,2072,2163
KrK,93,2518,2488
MrDindows,96,2299,2320
YakutovDmitriy,100,2204,2248
ngfam_kongu,102,2518,2481
alexeykuzmin0,104,2024,2118
Temirulan,108,2228,2258
bekzhan29,108,2028,2116
bicsi,110,2326,2329
adurysk,115,2160,2204
minimario,119,1965,2065
jonathanirvings,120,2322,2320
majk,121,2016,2098
kalinov,122,2502,2454
teleport,124,2447,2411
ZJiaQ,127,2089,2145
M.Mahdi,128,2258,2265
jupanul,132,2156,2188
codelegend,138,1934,2030
chemthan,142,2289,2280
iamexist,142,2163,2187
Slamur,144,2014,2080
TimonKnigge,152,2185,2197
balakrishnan,155,2070,2112
hzwer,158,1958,2033
Egor.Lifar,162,2200,2203
StarCuriosity,164,2078,2111
---Grigor---,164,2132,2151
anubhav94,164,2022,2072
hey_boris,168,2191,2193
adedalic,169,2006,2059
scorpion,170,2085,2114
VladRochian,170,2161,2169
Trumen,172,2144,2156
woqja125,173,1915,1994
TonySnark,175,2190,2188
eduardische,179,2383,2331
akashin,179,1994,2043
kefaa,182,1988,2039
akulsareen,183,2146,2151
a.piasta,183,2054,2084
AStepanov,186,1938,2001
Orenji.Sora,188,2006,2048
temich,189,1966,2019
Jimanbanashi,193,2142,2142
wilcot,200,1992,2031
irkstepanov,207,2086,2095
mnaeraxr,208,2252,2219
Superty,214,2032,2052
pwild,214,2111,2110
Tima,220,2000,2026
bidzilya,223,2354,2291
Oryshych,227,2145,2130
VastoLorde95,228,1984,2011
tloinuy,230,2022,2037
TsunamiNoLetGo,237,2409,2328
GoogleBot,238,1903,1948
BigBag,238,2459,2365
Taube,245,2330,2264
SimB4,248,1974,1993
adamant,251,2355,2281
khsoo01,253,2108,2090
azukun,260,2320,2250
fedimser,268,1948,1966
niike0goood,272,2042,2033
Carups,274,1934,1953
TLE,276,1958,1969
kzoacn,277,1987,1990
ItsLastDay,278,1996,1996
ToTLeS,279,2030,2021
radoslav11,282,1935,1949
hank55663,287,1901,1923
nuip,289,2202,2148
kondranin,293,1944,1951
zhsh,294,1939,1947
paulwang,301,2246,2179
spencer,303,1999,1987
xuanquang1999,304,2028,2009
NikaraBika,311,2134,2088
josdas,313,2351,2257
Bedge,314,2024,2001
qingczha,319,2086,2047
ajinkya1p3,320,1941,1936
SoMuchDrama,320,2011,1989
cjtoribio,331,2018,1990
solonkovda,332,2029,1998
never_giveup,334,1965,1948
AminAnvari,337,2037,2002
sagitta,338,2039,2004
Roberio,344,2080,2033
cxaphoenix,347,1914,1903
maximumSHOT,347,2085,2036
elshiko,349,1982,1955
Anadi,351,1918,1903
lavin,357,2163,2095
Farhod,358,1900,1888
MZuev,367,2070,2017
Hyperbolic,368,1950,1922
SlavaSSU,374,1985,1947
agul,387,2104,2037
Arturgo,389,1907,1879
ch_egor,399,2057,1994
Mediocrity,407,2116,2040
kzyKT,408,1926,1885
krauch,421,1910,1866
arsijo,425,2129,2045
.I.,427,2151,2063
Z0RR0,431,1961,1903
GGOSinon,432,1984,1922
Vladik,438,1987,1922
vanogam,443,2013,1941
YerzhanU,450,1997,1925
Jhamra,451,1927,1865
Misha100896,470,1946,1872
xwind_phoenix,492,2112,2009
isaf27,493,1969,1877
Kniaz,493,1906,1819
JATC,493,1994,1900
