handle,rank,oldRating,newRating
Endagorion,2,2734,2821
jcvb,3,2714,2790
wjh720,5,2558,2644
TankEngineer,8,2645,2698
Kostroma,9,2517,2589
Um_nik,14,2801,2806
JoeyWheeler,20,2570,2601
sivukhin,21,2384,2448
KrK,26,2335,2400
Nikitosh,27,2468,2506
I_love_tigersugar,31,2318,2377
Merkurev,31,2802,2777
knightL,34,2343,2395
flashmt,36,2237,2307
kmjp,38,2365,2408
kefaa,40,1959,2088
LHiC,42,2592,2590
akulsareen,45,2278,2330
Aidos,46,2233,2291
Xellos,50,2395,2420
ko_osaga,51,2214,2272
zemen,57,2532,2526
M.Mahdi,61,2171,2229
NikaraBika,66,2061,2139
Golovanov399,67,2447,2449
freak93,70,2415,2420
simonlindholm,72,2637,2605
Glance,72,2165,2215
fruwajacybyk,74,2184,2230
danilka.pro,75,2210,2250
Taube,78,2135,2188
skrydg,80,2260,2287
abeker,83,1923,2021
SirShokoladina,92,2623,2584
ngfam_kongu,93,2402,2396
kondranin,94,2101,2150
Edvard,96,2271,2287
DBradac,99,2155,2191
ecnerwala,101,2751,2689
Reyna,102,2166,2198
muratt,103,2179,2208
Madball,104,1937,2017
Mediocrity,106,2104,2145
Jimanbanashi,112,2270,2277
I_love_Hoang_Yen,112,2481,2454
arthur.nascimento,114,2249,2259
Tima,119,2082,2121
bardek,120,2373,2360
fhlasek,125,2437,2412
gangsterveggies,126,2144,2168
eduardische,128,2268,2268
sokian,130,2287,2283
boleyn.su,135,1930,1994
BekzhanKassenov,138,2106,2131
triveni,143,1917,1980
ffao,144,2481,2442
khsoo01,145,1999,2043
vintage_Vlad_Makeev,149,2001,2043
adamant,150,2085,2109
Sert,156,2009,2046
saketh,161,2390,2359
BSBandme,163,2132,2142
Hasan0540,166,1939,1986
espr1t,167,2226,2219
krismaz,174,1943,1986
azukun,175,2165,2164
gawry,176,2415,2375
sdya,177,2597,2531
vitux,180,2069,2084
Nezzar,181,2146,2146
Errichto,181,2420,2378
Arterm,184,2399,2359
pwild,191,2301,2274
chemthan,195,1917,1956
DamianS,198,2308,2277
zeliboba,200,2562,2495
mihaipopa12,201,2372,2331
chenmark,202,2078,2083
KarlisS,206,2216,2197
dancho,207,2236,2213
pvs,212,1912,1945
intsashka,215,2040,2046
natsugiri,222,2298,2262
oversolver,234,2299,2259
burakov28,237,1930,1949
Temirulan,238,2049,2046
Sergey.Bankevich,244,2004,2006
mibig,245,1947,1960
MarioYC,247,2175,2149
Timur_Sitdikov,249,2420,2360
Ioana,257,2010,2007
pllk,260,2052,2041
nfssdq,262,2265,2222
bicsi,267,1951,1954
BigBag,285,2114,2086
SlavaSSU,289,1904,1907
alexey.shchepin,290,2185,2146
NVAL,291,2175,2137
athin,294,2120,2088
slavik,298,2425,2354
egor_bb,299,2164,2124
MZuev,299,1905,1903
WhiteCrow,303,2099,2064
eudanip,303,2192,2146
Kaban-5,303,2294,2235
trilis,315,1926,1914
yubowenok,321,2200,2149
.I.,334,2026,1994
nigus,341,1950,1926
Jami_CSEDU,344,2030,1995
agul,347,2020,1985
weiszago,354,1933,1906
aguss787,356,2029,1990
AndreySergunin,360,1958,1926
MyLeg,368,1998,1958
-imc-,373,2286,2215
Yousef_Salama,374,1986,1946
vanvector,375,1910,1878
gen,377,2131,2075
Slamur,382,2094,2040
paulwang,384,2343,2264
StarCuriosity,385,2109,2053
Nike_VML,390,1964,1920
balakrishnan,391,2076,2021
andreyv,394,2132,2071
kalimm,398,2102,2043
Gassa,399,2303,2225
Pepe.Chess,402,1946,1899
pi37,407,2119,2056
minimario,407,1983,1930
Ra16bit,414,2329,2246
zhsh,420,2039,1977
.o.,425,2088,2022
