handle,rank,oldRating,newRating
zhabo,76,1523,1697
vas.and.tor,157,1573,1682
Nezzar,165,1636,1692
AkaiLemon,169,1641,1691
BigBag,213,1593,1664
SimB4,243,1444,1611
Birjik,277,1647,1643
Svyat,300,1646,1632
arknave,302,1378,1565
Ronnie007,302,1676,1632
vanogam,359,1663,1613
nuip,387,1678,1619
magician_14312,425,1667,1606
aguss787,425,1585,1578
PugachAG,465,1684,1613
PAP,478,1576,1557
triveni,486,1636,1577
veschii_nevstrui,535,1534,1534
_LeMur_,594,1483,1508
Luqman,607,1243,1411
Tima,620,1549,1504
Alexandr_TS,636,1544,1499
Lo_R_D,653,1462,1486
Egor.Lifar,736,1360,1435
mkisic,1241,942,1041
allllekssssa,1285,1247,1241
Sanja,1323,1272,1240
kefaa,1405,1500,1418
awoo,1597,1317,1244
PrashantM,1807,1371,1279
