handle,rank,oldRating,newRating
Claris,3,1706,1980
I_love_simplespy,13,1807,1981
131131yhx,33,1813,1941
gilcu3,38,1777,1909
Ioana,57,1884,1965
bogdan10bos,73,1876,1947
BinGoo0o0o,77,1607,1758
abisheka,87,1846,1917
Vladik,114,1780,1856
SYury,120,1854,1906
paulinia,173,1582,1697
theodor.moroianu,175,1656,1747
AminAnvari,181,1700,1775
-Morass-,182,1812,1855
Noureldin,188,1708,1779
Pakalns,190,1786,1834
SlavaSSU,191,1870,1894
Farhit,194,1787,1833
xwind_phoenix,199,1664,1745
AICoderMike,200,1670,1749
Kerim.K,220,1676,1748
bktl4ever,243,1709,1765
KirillB,254,1795,1824
Kerpoo,273,1542,1643
never_giveup,275,1798,1822
mahmoudbadawy,306,1605,1679
Mamedov,308,1885,1879
radoslav11,311,1822,1833
awoo,323,1627,1691
diko,354,1571,1646
Jakube,382,1799,1804
jaguar1996,390,1278,1450
allllekssssa,392,1788,1794
Farhod,407,1684,1717
Leonardo_Blanger,428,1728,1745
-skyline-,428,1835,1823
hamlet,445,1604,1654
agul,445,1855,1837
snacache,460,1717,1733
bruno.iljazovic,470,1679,1703
krauch,479,1521,1592
compiler_101,481,1333,1468
zhabo,497,1782,1776
Ahmad_Elsagheer,543,1679,1695
-is-this-fft-,607,1602,1632
jklepec,677,1864,1819
Mustang98,684,1681,1681
keko37,693,1622,1637
vovuh,721,1730,1713
ysxxj2,748,1633,1639
vanogam,810,1690,1676
YxqK,844,1587,1597
Lixoskywalker,849,1461,1508
romanasa,871,1843,1788
nigus,892,1812,1762
sslotin,896,1580,1588
SAeed,903,1527,1549
lebeg,946,1297,1389
xuanquang1999,1013,1856,1785
baqargam,1013,1605,1593
_LeMur_,1013,1782,1727
Infinity25,1013,1841,1773
mkisic,1013,1865,1792
markysha,1013,1574,1570
Arpa,1066,1605,1582
fake123_loves_me,1066,1349,1398
Daniar,1066,1650,1616
kzyKT,1066,1829,1755
Jhamra,1066,1698,1653
poikniok,1222,1802,1723
hloya_ygrt,1222,1710,1650
BitHashTech,1222,1618,1579
pedrohlf,1222,1427,1437
yyyyyyffffff,1222,1576,1547
anubhav94,1222,1875,1781
kulpet345,1425,1389,1396
ssor96,1425,1426,1423
dorijanlendvaj,1425,1500,1478
TianyiChen,1425,1500,1478
Alpha_Q,1616,1273,1301
andreumat,1814,1347,1342
fsshakkhor,1814,1478,1441
Ferume,1973,1352,1339
Stelutzu,1973,1375,1356
Wind_Eagle,2188,1500,1442
Timonnable,2349,1404,1359
vishal4556,2459,1656,1558
trabbbart,2788,1707,1590
ruhan.habib39,2799,1642,1535
RedStone,2983,1705,1581
ankeet,3029,1543,1441
Splashing,3029,1500,1404
Nson,3114,1272,1208
ppavic,3123,1500,1400
mredigonda,3143,1737,1604
2021,3205,1500,1397
Onjo,3311,1226,1154
