handle,rank,oldRating,newRating
CCF_NOI,5,1502,1863
indigosquirrelio,8,648,1258
MoFalkmusic,10,987,1495
myst-6,36,814,1318
divergence1,41,1384,1684
HonestMagician,46,1543,1784
ishmeal,47,1565,1777
xxcdsgyes,51,1187,1534
lh3k,54,0,720
danghuyhau,60,1511,1756
shade34,79,1476,1653
kriepiekrollie,82,1562,1711
Ricky2021,94,1508,1667
EasonLiang,94,1222,1527
ococonomy1,113,1512,1662
BallBreaker,118,1575,1704
njustbacon,121,1502,1651
dongyinjie001,129,1306,1518
shrapnelzz,136,1560,1686
economist,136,1572,1695
Coffee_zzz,147,1130,1442
EtherStrike,151,1598,1708
EloiP,197,0,657
dongggle,220,1317,1496
zabiyakaubivaka,241,1550,1650
kilkuwu,260,1508,1616
shine_,281,1421,1615
zhongpeilin,370,1482,1580
U-mika,395,1425,1537
SmartTB,406,1592,1712
FHQY,424,1566,1631
DinoHadzic,460,1551,1616
tilenn,468,1467,1557
daduoli,473,585,1019
Frus,488,1523,1594
mohammadsam,497,1177,1360
zhangeb,502,754,1137
piasticOuO,510,1455,1544
Gendulf,540,594,1018
hqmm,552,1387,1492
hamuim,557,869,1213
dannalc,601,485,936
Shui_Dream,632,0,598
AlexFisher,685,1244,1441
Kustov_Vadim_533,722,1497,1554
Daniel081024,745,1547,1589
one_autum_leaf,926,1396,1469
CYYsOPaccount,968,1374,1518
skahl15,1010,1592,1605
regain0002,1038,1517,1609
RadRah,1082,1581,1594
mcbanana,1092,1541,1564
Aldk,1133,1201,1325
vlp,1140,1511,1540
scutsky,1158,1586,1593
MisterReaper,1177,1464,1503
EgorSav,1199,1459,1499
bananasaur,1326,1522,1539
lsxhyyds,1360,1457,1490
yoav_s,1416,1230,1390
StefanSebez,1547,1530,1536
PBX_1,1578,1442,1544
AnasMaged,1617,1493,1506
sai-17,1675,1139,1258
LUlululu1616,1720,530,906
-dub-otrezkov-,1789,1476,1487
WQhuanm.,1886,1363,1403
Do_not_make_friends,1894,1389,1421
sha7dow,1944,1269,1391
dmraykhan,2063,1418,1437
016-Mansur-M-26,2081,458,843
PROELECTRO444,2142,1306,1355
Gogolev,2690,1590,1549
Nuris,2696,1556,1523
HHH666666,2713,0,513
jackson.souza,2757,1598,1553
shiqiaqiaya,2841,1307,1336
ender_shayan,2941,1250,1293
Pekiban,3019,1300,1326
Divine_Spark,3019,723,1006
vyshniak.n,3062,1386,1387
CoderAbhi27,3212,881,1117
Mifort,3273,1127,1263
Zero_L,3481,1344,1347
Abito,3801,1555,1500
TianyiWei,4413,1228,1305
fireheart17,4427,1341,1327
Cai_Guang,4792,1533,1468
C0DET1GER,4836,1433,1390
KALARRY,5098,1168,1225
hocln,6091,960,1029
shstyle,6437,0,451
Dukkha,6461,1457,1387
ibrahimwq,6528,1336,1292
Deti_Eli_Konya,6625,526,811
picramide,6638,1215,1198
mispertion20,6748,1385,1327
SSKMF,6775,0,446
MUZAN,6855,958,1013
a6z,6923,1499,1415
Konobeitsev_Ivan,7031,1555,1459
hariaakash646,7317,1550,1452
Justinshao,7533,0,437
Eslam_Saleh,10540,1334,1245
ZERO_AKG,11194,1276,1191
elijjah,12810,0,388
dutin,14791,618,526
TMM233,14791,893,917
