handle,rank,oldRating,newRating
tourist,2,2907,2906
Endagorion,4,2320,2391
Egor,8,2654,2651
watashi,10,2462,2489
Chmel_Tolstiy,11,2372,2416
dreamoon_love_AA,13,2310,2364
slavik,23,1880,2009
AlexSkidanov,31,2336,2350
ir5,33,2182,2235
Sammarize,36,2139,2199
Ra16bit,38,2395,2379
flashmt,43,2280,2291
VArtem,46,2188,2222
alexey.enkov,50,2100,2154
SteamTurbine,51,2316,2303
enot110,55,2352,2319
tmt514,58,2431,2368
nk.karpov,63,2119,2153
Gassa,65,2154,2174
zemen,67,1944,2021
IgorAkhmetov,74,2033,2080
Burunduk1,75,2450,2373
KAN,81,2058,2090
qwerty787788,84,1778,1876
espr1t,89,2203,2176
Kostroma,92,2069,2086
Timur_Sitdikov,97,1963,2008
niyaznigmatul,98,2504,2407
hex539,108,1896,1950
MarioYC,109,1869,1929
VladGavrila,113,2158,2118
cmd,117,2102,2081
Ilya_MSU,122,1979,1996
Hohol,124,2134,2091
KirillB,127,1800,1862
uwi,136,2115,2066
natsugiri,150,1703,1768
eduardische,155,2290,2201
ngfam_kongu,159,2166,2094
dancho,163,2234,2151
dalex,165,2076,2016
ffao,169,1750,1793
vitar,171,2233,2147
Riatre,175,1731,1773
xlk,185,1736,1770
elizarov,187,1859,1859
phtniit,190,1844,1846
kuzmichev_dima,229,2022,1949
agul,234,1738,1738
alexey.shchepin,245,2031,1953
izban,251,1729,1720
mukel,264,2009,1929
KungA,280,1771,1729
aropan,286,2252,2138
Edvard,288,2239,2125
dusty.and.rusty,306,1729,1682
yefllower,321,1767,1704
hydrastuff,337,2085,1979
vilcheuski,337,1803,1733
ll931110,347,2144,2031
gen,367,1849,1768
mihaipopa12,376,1847,1764
imslavko,379,1824,1743
akashin,381,1851,1765
