handle,rank,oldRating,newRating
Pepe.Chess,16,1577,1735
foolish,63,1544,1704
nikgaevoy,66,1657,1739
saba2000,68,1468,1668
snacache,79,1630,1726
_LeMur_,80,1649,1730
ch_egor,110,1664,1719
GoogleBot,128,1589,1693
Orenji.Sora,135,1595,1692
Tanzir5,149,1679,1703
Zoli9,153,1605,1687
MikeZ,203,1615,1667
MyLeg,211,1691,1674
ivdim1999,241,1408,1584
radoslav11,291,1561,1620
farmerboy,298,1578,1621
bktl4ever,336,1698,1641
kdh9949,377,1493,1572
Farhit,379,1591,1590
Hodobox,432,1553,1564
SAeed,462,1459,1533
Shayan,489,1493,1533
Jhamra,575,1641,1572
vovuh,706,1517,1469
ioane_kapanadze,759,1119,1267
ajinkya1p3,902,1683,1591
baqargam,1075,1375,1327
awoo,1144,1286,1267
Farhod,1368,1677,1585
Daniar,1471,1320,1237
