handle,rank,oldRating,newRating
Vax,7,1879,2053
sweetsc,15,1829,1983
solonkovda,17,1691,1882
Roberio,29,1749,1896
Jael,45,1686,1831
scanhex,66,1816,1902
ch_egor,68,1832,1912
anubhav94,75,1789,1876
Farhit,81,1705,1815
Shayan,94,1724,1819
Nike_VML,97,1756,1841
RomeoFantastik,107,1700,1797
RedStone,109,1667,1773
xuanquang1999,119,1735,1815
vanvector,123,1795,1856
wilcot,139,1808,1859
vpike,141,1762,1825
abisheka,160,1840,1875
Mamedov,163,1759,1815
SoMuchDrama,189,1784,1825
bixind,189,1875,1891
GGOSinon,206,1773,1813
DmitryBelikov,206,1519,1637
never_giveup,221,1716,1768
Juve45,235,1703,1756
Farhod,265,1571,1657
RostVel,282,1842,1846
snacache,325,1671,1714
manoprenko,337,1898,1878
nigus,358,1845,1835
bruno.iljazovic,390,1532,1606
Kerpoo,398,1501,1583
Orenji.Sora,436,1885,1854
SAeed,437,1429,1529
vishal4556,462,1565,1617
ruhan.habib39,478,1463,1545
gleb.astashkin,504,1735,1733
ivanilos,509,1800,1781
Tanzir5,513,1727,1726
hloya_ygrt,518,1483,1553
SandTea,530,1524,1579
ToTLeS,575,1530,1577
ajinkya1p3,646,1832,1791
yyyyyyffffff,649,1543,1578
jklepec,660,1665,1665
Arturgo,684,1878,1823
ssor96,696,1538,1569
GoogleBot,709,1696,1682
cxaphoenix,721,1590,1604
Nicola95,727,1795,1756
Jhamra,733,1764,1732
-Morass-,738,1691,1676
Zool,748,1890,1827
awoo,753,1541,1565
Rpd-Strike,757,1481,1523
jvmusin,758,1499,1535
Daniar,802,1552,1569
romanasa,844,1704,1677
hamlet,847,1522,1543
vstrimaitis,897,1604,1598
vanogam,913,1796,1742
AminAnvari,926,1767,1719
-is-this-fft-,1085,1444,1467
pikapikachu,1091,1684,1644
_LeMur_,1141,1599,1576
tundra,1207,1568,1547
Ferume,1226,1132,1249
mahmoudbadawy,1250,1393,1417
areke,1480,1742,1666
Kerim.K,1481,1553,1519
OMG_wc,1489,1749,1671
ysxxj2,1490,1386,1394
JustInCase,1497,1428,1422
gigabuffoon,1568,1314,1335
Mustang98,1568,1518,1485
golikovnik,1645,1500,1466
ZiyaZa,1693,1061,1158
compiler_101,2139,1262,1255
vntshh,2185,1387,1347
Markellonchik,2222,1379,1338
andreumat,2316,1403,1352
Arpa,2349,1556,1474
programmer228,2377,1448,1385
Lixoskywalker,2377,1500,1427
Created_equal,2562,1500,1418
diko,2685,1500,1412
Onjo,2746,1305,1247
Barichek,2997,1500,1397
Kilani,3205,1500,1375
