handle,rank,oldRating,newRating
MakaPakka,1,1474,1998
cat_of_Nesraychan,2,2056,2347
dogEW,5,1447,1915
nhuhieu193,6,1929,2157
jinqihao2026,8,1309,1793
Nakuru,12,888,1478
DanielChang,15,1973,2147
AbdelmagedNour,16,2086,2224
Wolam,17,2023,2175
psruk,19,1996,2150
gigabuffoon,20,1881,2066
MnTm,25,2013,2147
Meeena,27,2008,2139
Kahou,28,2045,2164
wery0,30,2028,2146
amirhoseinfar1385,34,1990,2114
oursaco,36,1977,2102
Kira_1234,37,2068,2166
tassei903,38,1796,1971
luicosas,38,1935,2068
wythend,40,2086,2175
Edlue,41,2010,2117
alex.kudryashov,41,1941,2068
cebolinha,43,1995,2105
Tx_Lcy,44,1817,1979
quanjun,45,1938,2061
meiqwq_bf,50,1911,2038
dmkz,51,1977,2083
nicksms,53,1345,1699
MISM06,56,1927,2041
Ibrahim_Khandakar,56,1959,2064
AlperenT,59,2003,2094
Issa,62,2031,2112
berr,62,1682,1867
Jonas01234500,64,1997,2087
Nyatl,65,1936,2042
kingmessi,68,1855,1982
IzhtskiyTimofey,68,2073,2137
Ferume,72,1597,1801
Esomer,72,1790,1934
ttsweet,72,2007,2087
fxfxxxfxx,75,1822,1955
kwm_t,82,2021,2092
Cegax,83,2043,2106
codicon,83,1891,1997
ttamx,86,1795,1929
NekoRolly,92,694,1236
DilshodbekX,94,2083,2128
perchuts,94,1980,2054
Mahmoud_Haddad,94,1997,2066
Arnob,99,1930,2016
dsolunov,102,1974,2046
s_jaskaran_s,102,1868,1970
mr.kolya,102,1793,1917
lfw,105,1921,2007
manizare,105,1948,2026
HaPpY1213,107,1980,2049
SPatrik,110,2051,2099
M998244353,111,2055,2101
GILGAMESH,112,1984,2049
Chahel,113,1936,2013
gleb.astashkin,116,1954,2025
Raiden,119,2009,2063
dushki,122,1977,2040
ace_loves_xq,123,1864,1957
YocyCraft,123,2016,2067
AaronHe,129,1915,1992
D0min0,130,2054,2092
Waimaihehe,130,1983,2040
mickeyjung,132,1432,1711
beemax,134,1990,2044
hxu10,134,1919,1992
BossBobster,136,1948,2012
minhnguyenxuan60,136,1862,1950
wrhaco,145,1979,2032
ha___il,147,1978,2030
AST_TheCoder,147,1787,1893
aminsh,152,1921,1987
RosesAreRed,153,1640,1843
wanghai673,153,1882,1958
Halyavka,156,1958,2013
McPqndq,158,1811,1906
profchi,158,1966,2017
Wmic.,162,1878,1952
sdyakonov,166,1712,1833
inhibitor_81,166,1929,1988
thanhchauns2,168,1983,2027
adepteXiao,171,2074,2093
Nevll,176,2042,2067
zuno,177,2033,2060
blitztage,185,1962,2006
jatloe,187,1610,1755
mat_v,189,2071,2085
EJIC_B_KEDAX,190,1837,1914
tarche,190,1816,1899
Shahrad,192,1907,1964
mooyomooyo,192,2010,2039
AwesomeHunter,195,2026,2050
sinus_070,199,2018,2043
laozhu1234,199,2054,2069
Yomapeed,201,1865,1931
TimeEmergency,201,1735,1838
polosatic,204,1700,1812
ciuim,208,1809,1889
AhmetKaan,208,2029,2048
Doru,211,1838,1909
joww,214,1954,1992
Kalashnikov,214,1733,1833
The_Hallak,219,1938,1979
abcdehello,219,1480,1655
Minh,219,1695,1804
Jlyfish,223,1692,1802
tolbi,226,1891,1943
mishanya_stulov,226,2044,2055
udon1206,226,2049,2058
molney,226,2092,2090
A_cloud,231,1779,1861
ctgg,231,1880,1934
ODD-EYES,231,1711,1813
webashrat,237,2072,2111
L3ungj,240,1731,1824
nnv-nick,240,1974,1999
shhyQAQ,240,1481,1709
Gergyg,240,1892,1939
rickbaishuak,251,1917,1955
