id,contestId,creationTimeSeconds,relativeTimeSeconds,problem,author,programmingLanguage,verdict,testset,passedTestCount,timeConsumedMillis,memoryConsumedBytes,points
288370278,2035,1730049945,10245,"{'contestId': 2035, 'index': 'E', 'name': 'Monster', 'type': 'PROGRAMMING', 'points': 2000.0, 'rating': 2300, 'tags': ['binary search', 'brute force', 'constructive algorithms', 'greedy', 'implementation', 'math', 'ternary search']}","{'contestId': 2035, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 400, 'startTimeSeconds': 1730039700}",C++17 (GCC 7-32),WRONG_ANSWER,PRETESTS,4,1640,0,
288370170,2035,1730049929,10229,"{'contestId': 2035, 'index': 'E', 'name': 'Monster', 'type': 'PROGRAMMING', 'points': 2000.0, 'rating': 2300, 'tags': ['binary search', 'brute force', 'constructive algorithms', 'greedy', 'implementation', 'math', 'ternary search']}","{'contestId': 2035, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 400, 'startTimeSeconds': 1730039700}",C++17 (GCC 7-32),WRONG_ANSWER,PRETESTS,4,202,0,
288369718,2035,1730049860,10160,"{'contestId': 2035, 'index': 'E', 'name': 'Monster', 'type': 'PROGRAMMING', 'points': 2000.0, 'rating': 2300, 'tags': ['binary search', 'brute force', 'constructive algorithms', 'greedy', 'implementation', 'math', 'ternary search']}","{'contestId': 2035, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 400, 'startTimeSeconds': 1730039700}",C++17 (GCC 7-32),WRONG_ANSWER,PRETESTS,4,140,0,
288353010,2035,1730046947,7247,"{'contestId': 2035, 'index': 'E', 'name': 'Monster', 'type': 'PROGRAMMING', 'points': 2000.0, 'rating': 2300, 'tags': ['binary search', 'brute force', 'constructive algorithms', 'greedy', 'implementation', 'math', 'ternary search']}","{'contestId': 2035, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 400, 'startTimeSeconds': 1730039700}",C++17 (GCC 7-32),WRONG_ANSWER,PRETESTS,4,125,102400,
288339325,2035,1730044614,4914,"{'contestId': 2035, 'index': 'D', 'name': 'Yet Another Real Number Problem', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 1800, 'tags': ['binary search', 'data structures', 'divide and conquer', 'greedy', 'implementation', 'math']}","{'contestId': 2035, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 400, 'startTimeSeconds': 1730039700}",C++17 (GCC 7-32),OK,TESTS,19,265,56217600,
288333000,2035,1730043630,3930,"{'contestId': 2035, 'index': 'D', 'name': 'Yet Another Real Number Problem', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 1800, 'tags': ['binary search', 'data structures', 'divide and conquer', 'greedy', 'implementation', 'math']}","{'contestId': 2035, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 400, 'startTimeSeconds': 1730039700}",C++17 (GCC 7-32),WRONG_ANSWER,PRETESTS,0,171,56115200,
288323609,2035,1730042380,2680,"{'contestId': 2035, 'index': 'C', 'name': 'Alya and Permutation', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1400, 'tags': ['bitmasks', 'constructive algorithms', 'math']}","{'contestId': 2035, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 400, 'startTimeSeconds': 1730039700}",C++17 (GCC 7-32),OK,TESTS,7,155,2867200,
288300916,2035,1730040279,579,"{'contestId': 2035, 'index': 'B', 'name': 'Everyone Loves Tres', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 900, 'tags': ['constructive algorithms', 'greedy', 'math', 'number theory']}","{'contestId': 2035, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 400, 'startTimeSeconds': 1730039700}",C++17 (GCC 7-32),OK,TESTS,6,61,0,
288295753,2035,1730039954,254,"{'contestId': 2035, 'index': 'A', 'name': 'Sliding', 'type': 'PROGRAMMING', 'points': 250.0, 'rating': 800, 'tags': ['implementation', 'math']}","{'contestId': 2035, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 400, 'startTimeSeconds': 1730039700}",C++17 (GCC 7-32),OK,TESTS,4,62,0,
288122285,2027,1729954277,977,"{'contestId': 2027, 'index': 'C', 'name': 'Add Zeros', 'type': 'PROGRAMMING', 'points': 1250.0, 'rating': 1500, 'tags': ['brute force', 'data structures', 'dfs and similar', 'dp', 'graphs', 'greedy']}","{'contestId': 2027, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'OUT_OF_COMPETITION', 'ghost': False, 'room': 1004, 'startTimeSeconds': 1729953300}",C++17 (GCC 7-32),OK,TESTS,16,874,47616000,
288116260,2027,1729953820,520,"{'contestId': 2027, 'index': 'B', 'name': 'Stalin Sort', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1100, 'tags': ['brute force', 'greedy']}","{'contestId': 2027, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'OUT_OF_COMPETITION', 'ghost': False, 'room': 1004, 'startTimeSeconds': 1729953300}",C++17 (GCC 7-32),OK,TESTS,10,62,102400,
288111522,2027,1729953502,202,"{'contestId': 2027, 'index': 'A', 'name': 'Rectangle Arrangement', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 800, 'tags': ['geometry', 'implementation', 'math']}","{'contestId': 2027, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'OUT_OF_COMPETITION', 'ghost': False, 'room': 1004, 'startTimeSeconds': 1729953300}",C++17 (GCC 7-32),OK,TESTS,3,62,102400,
287988574,2033,1729883741,2147483647,"{'contestId': 2033, 'index': 'E', 'name': 'Sakurako, Kosuke, and the Permutation', 'type': 'PROGRAMMING', 'rating': 1400, 'tags': ['brute force', 'data structures', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'math']}","{'contestId': 2033, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1729780500}",C++17 (GCC 7-32),OK,TESTS,12,265,4096000,
287972804,1120,1729877757,2147483647,"{'contestId': 1120, 'index': 'C', 'name': 'Compress String', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 2100, 'tags': ['dp', 'strings']}","{'contestId': 1120, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1551627300}",C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,7,3000,25190400,
287247156,2023,1729528051,2147483647,"{'contestId': 2023, 'index': 'A', 'name': 'Concatenation of Arrays', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 1300, 'tags': ['constructive algorithms', 'greedy', 'math', 'sortings']}","{'contestId': 2023, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1729415100}",C++17 (GCC 7-32),OK,TESTS,8,358,102400,
286990517,2023,1729419314,4214,"{'contestId': 2023, 'index': 'C', 'name': 'C+K+S', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 2400, 'tags': ['constructive algorithms', 'dfs and similar', 'graphs', 'greedy', 'hashing', 'implementation', 'strings']}","{'contestId': 2023, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 34, 'startTimeSeconds': 1729415100}",C++17 (GCC 7-32),OK,TESTS,28,467,26521600,
286936056,2023,1729417262,2162,"{'contestId': 2023, 'index': 'B', 'name': 'Skipping', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1700, 'tags': ['binary search', 'dp', 'graphs', 'shortest paths']}","{'contestId': 2023, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 34, 'startTimeSeconds': 1729415100}",C++17 (GCC 7-32),OK,TESTS,26,562,29286400,
286923120,2023,1729416236,1136,"{'contestId': 2023, 'index': 'A', 'name': 'Concatenation of Arrays', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 1300, 'tags': ['constructive algorithms', 'greedy', 'math', 'sortings']}","{'contestId': 2023, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 34, 'startTimeSeconds': 1729415100}",C++17 (GCC 7-32),OK,TESTS,8,124,102400,
286922713,2023,1729416208,1108,"{'contestId': 2023, 'index': 'A', 'name': 'Concatenation of Arrays', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 1300, 'tags': ['constructive algorithms', 'greedy', 'math', 'sortings']}","{'contestId': 2023, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 34, 'startTimeSeconds': 1729415100}",C++17 (GCC 7-32),WRONG_ANSWER,PRETESTS,1,77,0,
286911981,2023,1729415545,445,"{'contestId': 2023, 'index': 'A', 'name': 'Concatenation of Arrays', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 1300, 'tags': ['constructive algorithms', 'greedy', 'math', 'sortings']}","{'contestId': 2023, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 34, 'startTimeSeconds': 1729415100}",C++17 (GCC 7-32),WRONG_ANSWER,PRETESTS,1,61,0,
284340529,1812,1728058687,2147483647,"{'contestId': 1812, 'index': 'J', 'name': 'Unmysterious Language', 'type': 'PROGRAMMING', 'tags': ['*special', 'constructive algorithms', 'strings']}","{'contestId': 1812, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1680359700}",Mysterious Language,OK,TESTS,1,30,0,
284340455,1812,1728058652,2147483647,"{'contestId': 1812, 'index': 'J', 'name': 'Unmysterious Language', 'type': 'PROGRAMMING', 'tags': ['*special', 'constructive algorithms', 'strings']}","{'contestId': 1812, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1680359700}",Mysterious Language,WRONG_ANSWER,TESTS,0,46,0,
283729772,2020,1727686511,2147483647,"{'contestId': 2020, 'index': 'A', 'name': 'Find Minimum Operations', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 800, 'tags': ['bitmasks', 'brute force', 'greedy', 'math', 'number theory']}","{'contestId': 2020, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1727624100}",C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,4,1000,102400,
283257504,2018,1727455929,2147483647,"{'contestId': 2018, 'index': 'F1', 'name': 'Speedbreaker Counting (Easy Version)', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 2900, 'tags': ['combinatorics', 'dp', 'greedy', 'math']}","{'contestId': 2018, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1727444100}",C++17 (GCC 7-32),OK,TESTS,9,62,204800,
283238465,2018,1727450860,6760,"{'contestId': 2018, 'index': 'D', 'name': 'Max Plus Min Plus Size', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 2200, 'tags': ['data structures', 'dp', 'dsu', 'greedy', 'implementation', 'matrices', 'sortings']}","{'contestId': 2018, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 12, 'startTimeSeconds': 1727444100}",C++17 (GCC 7-32),OK,TESTS,15,281,5529600,
283225639,2018,1727449011,4911,"{'contestId': 2018, 'index': 'C', 'name': 'Tree Pruning', 'type': 'PROGRAMMING', 'points': 750.0, 'rating': 1700, 'tags': ['brute force', 'dfs and similar', 'greedy', 'sortings', 'trees']}","{'contestId': 2018, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 12, 'startTimeSeconds': 1727444100}",C++17 (GCC 7-32),OK,TESTS,16,781,39424000,
283219126,2018,1727448100,4000,"{'contestId': 2018, 'index': 'B', 'name': 'Speedbreaker', 'type': 'PROGRAMMING', 'points': 750.0, 'rating': 1900, 'tags': ['binary search', 'data structures', 'dp', 'greedy', 'implementation', 'two pointers']}","{'contestId': 2018, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 12, 'startTimeSeconds': 1727444100}",C++17 (GCC 7-32),OK,TESTS,18,93,102400,
283200607,2018,1727445806,1706,"{'contestId': 2018, 'index': 'A', 'name': 'Cards Partition', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 1600, 'tags': ['2-sat', 'brute force', 'greedy', 'implementation', 'math']}","{'contestId': 2018, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 12, 'startTimeSeconds': 1727444100}",C++17 (GCC 7-32),OK,TESTS,15,124,102400,
282239564,2014,1726930349,449,"{'contestId': 2014, 'index': 'H', 'name': 'Robin Hood Archery', 'type': 'PROGRAMMING', 'rating': 1900, 'tags': ['data structures', 'divide and conquer', 'greedy', 'hashing']}","{'contestId': 2014, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'OUT_OF_COMPETITION', 'ghost': False, 'startTimeSeconds': 1726929900}",C++17 (GCC 7-32),OK,TESTS,83,374,9216000,
281192587,2005,1726326990,2490,"{'contestId': 2005, 'index': 'C', 'name': 'Lazy Narek', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 1800, 'tags': ['dp', 'implementation', 'strings']}","{'contestId': 2005, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'OUT_OF_COMPETITION', 'ghost': False, 'room': 1011, 'startTimeSeconds': 1726324500}",C++20 (GCC 13-64),OK,TESTS,19,233,409600,
281173199,2005,1726326072,1572,"{'contestId': 2005, 'index': 'C', 'name': 'Lazy Narek', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 1800, 'tags': ['dp', 'implementation', 'strings']}","{'contestId': 2005, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'OUT_OF_COMPETITION', 'ghost': False, 'room': 1011, 'startTimeSeconds': 1726324500}",C++20 (GCC 13-64),WRONG_ANSWER,PRETESTS,1,77,0,
281157090,2005,1726325386,886,"{'contestId': 2005, 'index': 'B1', 'name': 'The Strict Teacher (Easy Version)', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 1000, 'tags': ['greedy', 'math', 'sortings']}","{'contestId': 2005, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'OUT_OF_COMPETITION', 'ghost': False, 'room': 1011, 'startTimeSeconds': 1726324500}",C++20 (GCC 13-64),OK,TESTS,10,155,0,
281155884,2005,1726325339,839,"{'contestId': 2005, 'index': 'B2', 'name': 'The Strict Teacher (Hard Version)', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 1200, 'tags': ['binary search', 'greedy', 'math', 'sortings']}","{'contestId': 2005, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'OUT_OF_COMPETITION', 'ghost': False, 'room': 1011, 'startTimeSeconds': 1726324500}",C++20 (GCC 13-64),OK,TESTS,11,203,1331200,
281139432,2005,1726324740,240,"{'contestId': 2005, 'index': 'A', 'name': 'Simple Palindrome', 'type': 'PROGRAMMING', 'points': 750.0, 'rating': 900, 'tags': ['combinatorics', 'constructive algorithms', 'greedy', 'math']}","{'contestId': 2005, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'OUT_OF_COMPETITION', 'ghost': False, 'room': 1011, 'startTimeSeconds': 1726324500}",C++20 (GCC 13-64),OK,TESTS,4,46,0,
281059906,2006,1726284117,2217,"{'contestId': 2006, 'index': 'B', 'name': 'Iris and the Tree', 'type': 'PROGRAMMING', 'points': 1250.0, 'rating': 1800, 'tags': ['brute force', 'data structures', 'dfs and similar', 'dsu', 'math', 'trees']}","{'contestId': 2006, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'VIRTUAL', 'ghost': False, 'startTimeSeconds': 1726281900}",C++20 (GCC 13-64),OK,TESTS,29,233,26419200,
281058667,2006,1726283106,1206,"{'contestId': 2006, 'index': 'A', 'name': 'Iris and Game on the Tree', 'type': 'PROGRAMMING', 'points': 750.0, 'rating': 1700, 'tags': ['constructive algorithms', 'dfs and similar', 'games', 'graphs', 'greedy', 'trees']}","{'contestId': 2006, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'VIRTUAL', 'ghost': False, 'startTimeSeconds': 1726281900}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,1,61,0,
276186999,1999,1723562304,2147483647,"{'contestId': 1999, 'index': 'E', 'name': 'Triple Operations', 'type': 'PROGRAMMING', 'rating': 1300, 'tags': ['dp', 'implementation', 'math']}","{'contestId': 1999, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1722954900}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,0,46,0,
275866750,2002,1723412768,1268,"{'contestId': 2002, 'index': 'C', 'name': 'Black Circles', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1200, 'tags': ['brute force', 'geometry', 'greedy', 'math']}","{'contestId': 2002, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'VIRTUAL', 'ghost': False, 'startTimeSeconds': 1723411500}",C++20 (GCC 13-64),OK,TESTS,7,93,0,
275866528,2002,1723412406,906,"{'contestId': 2002, 'index': 'B', 'name': 'Removals Game', 'type': 'PROGRAMMING', 'points': 750.0, 'rating': 1000, 'tags': ['constructive algorithms', 'games']}","{'contestId': 2002, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'VIRTUAL', 'ghost': False, 'startTimeSeconds': 1723411500}",C++20 (GCC 13-64),OK,TESTS,12,139,0,
275865945,2002,1723411711,211,"{'contestId': 2002, 'index': 'A', 'name': 'Distanced Coloring', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 800, 'tags': ['constructive algorithms', 'implementation', 'math']}","{'contestId': 2002, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'VIRTUAL', 'ghost': False, 'startTimeSeconds': 1723411500}",C++20 (GCC 13-64),OK,TESTS,7,46,0,
275666700,1998,1723332919,319,"{'contestId': 1998, 'index': 'B', 'name': 'Minimize Equal Sum Subarrays', 'type': 'PROGRAMMING', 'points': 750.0, 'rating': 1000, 'tags': ['constructive algorithms', 'math', 'number theory']}","{'contestId': 1998, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'VIRTUAL', 'ghost': False, 'startTimeSeconds': 1723332600}",C++20 (GCC 13-64),OK,TESTS,7,93,0,
275666612,1998,1723332767,167,"{'contestId': 1998, 'index': 'A', 'name': 'Find K Distinct Points with Fixed Center', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 800, 'tags': ['constructive algorithms', 'implementation', 'math']}","{'contestId': 1998, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'VIRTUAL', 'ghost': False, 'startTimeSeconds': 1723332600}",C++20 (GCC 13-64),OK,TESTS,10,61,0,
274969961,1999,1722968269,2147483647,"{'contestId': 1999, 'index': 'E', 'name': 'Triple Operations', 'type': 'PROGRAMMING', 'rating': 1300, 'tags': ['dp', 'implementation', 'math']}","{'contestId': 1999, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1722954900}",C++20 (GCC 13-64),TIME_LIMIT_EXCEEDED,TESTS,4,1000,0,
274969762,1999,1722968203,2147483647,"{'contestId': 1999, 'index': 'E', 'name': 'Triple Operations', 'type': 'PROGRAMMING', 'rating': 1300, 'tags': ['dp', 'implementation', 'math']}","{'contestId': 1999, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1722954900}",C++20 (GCC 13-64),WRONG_ANSWER,TESTS,0,46,0,
274969465,1999,1722968106,2147483647,"{'contestId': 1999, 'index': 'E', 'name': 'Triple Operations', 'type': 'PROGRAMMING', 'rating': 1300, 'tags': ['dp', 'implementation', 'math']}","{'contestId': 1999, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1722954900}",C++20 (GCC 13-64),TIME_LIMIT_EXCEEDED,TESTS,4,1000,0,
274969417,1999,1722968094,2147483647,"{'contestId': 1999, 'index': 'E', 'name': 'Triple Operations', 'type': 'PROGRAMMING', 'rating': 1300, 'tags': ['dp', 'implementation', 'math']}","{'contestId': 1999, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1722954900}",C++20 (GCC 13-64),TIME_LIMIT_EXCEEDED,TESTS,4,1000,0,
274969386,1999,1722968083,2147483647,"{'contestId': 1999, 'index': 'E', 'name': 'Triple Operations', 'type': 'PROGRAMMING', 'rating': 1300, 'tags': ['dp', 'implementation', 'math']}","{'contestId': 1999, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1722954900}",C++20 (GCC 13-64),TIME_LIMIT_EXCEEDED,TESTS,4,1000,0,
274969347,1999,1722968075,2147483647,"{'contestId': 1999, 'index': 'E', 'name': 'Triple Operations', 'type': 'PROGRAMMING', 'rating': 1300, 'tags': ['dp', 'implementation', 'math']}","{'contestId': 1999, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1722954900}",C++20 (GCC 13-64),TIME_LIMIT_EXCEEDED,TESTS,4,1000,0,
274969316,1999,1722968065,2147483647,"{'contestId': 1999, 'index': 'E', 'name': 'Triple Operations', 'type': 'PROGRAMMING', 'rating': 1300, 'tags': ['dp', 'implementation', 'math']}","{'contestId': 1999, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1722954900}",C++20 (GCC 13-64),TIME_LIMIT_EXCEEDED,TESTS,4,1000,0,
274969231,1999,1722968037,2147483647,"{'contestId': 1999, 'index': 'E', 'name': 'Triple Operations', 'type': 'PROGRAMMING', 'rating': 1300, 'tags': ['dp', 'implementation', 'math']}","{'contestId': 1999, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1722954900}",C++20 (GCC 13-64),OK,TESTS,29,984,0,
274969207,1999,1722968028,2147483647,"{'contestId': 1999, 'index': 'E', 'name': 'Triple Operations', 'type': 'PROGRAMMING', 'rating': 1300, 'tags': ['dp', 'implementation', 'math']}","{'contestId': 1999, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1722954900}",C++20 (GCC 13-64),OK,TESTS,29,968,0,
274969176,1999,1722968016,2147483647,"{'contestId': 1999, 'index': 'E', 'name': 'Triple Operations', 'type': 'PROGRAMMING', 'rating': 1300, 'tags': ['dp', 'implementation', 'math']}","{'contestId': 1999, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1722954900}",C++20 (GCC 13-64),OK,TESTS,29,983,0,
274969137,1999,1722968003,2147483647,"{'contestId': 1999, 'index': 'E', 'name': 'Triple Operations', 'type': 'PROGRAMMING', 'rating': 1300, 'tags': ['dp', 'implementation', 'math']}","{'contestId': 1999, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1722954900}",C++20 (GCC 13-64),OK,TESTS,29,968,0,
274968172,1999,1722967683,2147483647,"{'contestId': 1999, 'index': 'E', 'name': 'Triple Operations', 'type': 'PROGRAMMING', 'rating': 1300, 'tags': ['dp', 'implementation', 'math']}","{'contestId': 1999, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1722954900}",C++20 (GCC 13-64),OK,TESTS,29,999,0,
274967987,1999,1722967623,2147483647,"{'contestId': 1999, 'index': 'E', 'name': 'Triple Operations', 'type': 'PROGRAMMING', 'rating': 1300, 'tags': ['dp', 'implementation', 'math']}","{'contestId': 1999, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1722954900}",C++20 (GCC 13-64),TIME_LIMIT_EXCEEDED,TESTS,4,1000,0,
274967901,1999,1722967597,2147483647,"{'contestId': 1999, 'index': 'E', 'name': 'Triple Operations', 'type': 'PROGRAMMING', 'rating': 1300, 'tags': ['dp', 'implementation', 'math']}","{'contestId': 1999, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'PRACTICE', 'ghost': False, 'startTimeSeconds': 1722954900}",C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,4,1000,0,
273184793,1991,1722181779,4479,"{'contestId': 1991, 'index': 'F', 'name': 'Triangle Formation', 'type': 'PROGRAMMING', 'points': 2500.0, 'rating': 2200, 'tags': ['brute force', 'greedy', 'implementation', 'math', 'sortings']}","{'contestId': 1991, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 428, 'startTimeSeconds': 1722177300}",C++17 (GCC 7-32),OK,TESTS,32,296,0,
273164910,1991,1722179624,2324,"{'contestId': 1991, 'index': 'E', 'name': 'Coloring Game', 'type': 'PROGRAMMING', 'points': 2000.0, 'rating': 1900, 'tags': ['constructive algorithms', 'dfs and similar', 'games', 'graphs', 'greedy', 'interactive']}","{'contestId': 1991, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 428, 'startTimeSeconds': 1722177300}",C++17 (GCC 7-32),OK,TESTS,30,156,204800,
273154069,1991,1722178615,1315,"{'contestId': 1991, 'index': 'D', 'name': 'Prime XOR Coloring', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 1900, 'tags': ['bitmasks', 'constructive algorithms', 'graphs', 'greedy', 'math', 'number theory']}","{'contestId': 1991, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 428, 'startTimeSeconds': 1722177300}",C++17 (GCC 7-32),OK,TESTS,10,92,0,
273148469,1991,1722178186,886,"{'contestId': 1991, 'index': 'C', 'name': 'Absolute Zero', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1300, 'tags': ['constructive algorithms', 'greedy', 'math']}","{'contestId': 1991, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 428, 'startTimeSeconds': 1722177300}",C++17 (GCC 7-32),OK,TESTS,6,139,0,
273140562,1991,1722177703,403,"{'contestId': 1991, 'index': 'B', 'name': 'AND Reconstruction', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 1100, 'tags': ['bitmasks', 'constructive algorithms', 'greedy']}","{'contestId': 1991, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 428, 'startTimeSeconds': 1722177300}",C++17 (GCC 7-32),OK,TESTS,6,93,0,
273135558,1991,1722177515,215,"{'contestId': 1991, 'index': 'A', 'name': 'Maximize the Last Element', 'type': 'PROGRAMMING', 'points': 250.0, 'rating': 800, 'tags': ['greedy', 'implementation']}","{'contestId': 1991, 'members': [{'handle': '-is-this-fft-'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 428, 'startTimeSeconds': 1722177300}",C++17 (GCC 7-32),OK,TESTS,3,46,0,
